order_number,item_id,site_code,status,production_order_id,material_price_variance,material_usage_variance,labor_rate_variance,labor_efficiency_variance,variable_overhead_variance,fixed_overhead_volume_variance,scrap_variance,substitution_variance,total_variance,settled_date
MO-001068,AFT-0027,300,Ended,1068,0.0,67.77,6.5,-1.25,-0.5,-21.64,45.93,0.0,96.81,2026-05-12
MO-001069,SA-0004,200,Ended,1069,0.0,98.49,2.51,3.09,0.95,34.19,25.43,0.0,164.66,2026-05-29
MO-001070,SA-0041,300,Ended,1070,0.0,763.51,-7.16,25.54,9.41,-269.45,414.95,0.0,936.81,2026-06-15
MO-001114,SYS-0009,100,Ended,1114,0.0,98.97,1.96,3.57,1.23,53.85,19.25,0.0,178.83,2026-01-03
MO-001115,AFT-0016,100,Ended,1115,0.0,756.63,-2.2,22.59,8.07,-171.39,338.32,0.0,952.01,2026-01-20
MO-001116,AFT-0053,100,Ended,1116,0.0,121.3,11.92,35.51,13.18,-57.58,135.8,0.0,260.12,2026-02-07
MO-001117,SA-0030,100,Ended,1117,0.0,54.1,14.94,36.4,14.22,-1719.97,100.63,0.0,-1499.69,2026-02-24
MO-001118,SA-0067,200,Ended,1118,0.0,410.45,48.29,13.03,4.49,-1270.44,346.71,0.0,-447.47,2026-03-13
MO-001119,DRV-0004,200,Ended,1119,0.0,616.23,13.59,14.91,5.03,-86.35,134.09,0.0,697.51,2026-03-30
MO-001120,DRV-0041,100,Ended,1120,0.0,20.74,3.9,0.81,0.51,44.89,20.36,0.0,91.21,2026-04-16
MO-001121,ACT-0018,200,Ended,1121,0.0,110.52,7.78,-10.54,-3.87,-469.59,84.31,0.0,-281.4,2026-05-03
MO-001122,ACT-0055,100,Ended,1122,0.0,816.34,3.7,-7.53,-2.7,-312.22,224.16,0.0,721.75,2026-05-20
MO-001123,CTL-0032,300,Ended,1123,0.0,263.99,1.21,-2.76,-1.04,-151.32,155.83,0.0,265.92,2026-06-06
MO-001124,SYS-0029,100,Reported Finished,1124,0.0,2832.9,-3.38,4.69,1.69,-0.58,81.23,0.0,2916.54,
MO-001168,ACT-0007,100,Ended,1168,0.0,163.37,2.67,-8.88,-3.22,15.41,83.0,0.0,252.35,2026-01-11
MO-001169,ACT-0044,200,Ended,1169,0.0,-1.08,-2.74,1.26,0.39,23.52,3.82,0.0,25.17,2026-01-28
MO-001170,CTL-0021,300,Ended,1170,0.0,111.92,0.35,11.53,4.26,-68.2,148.62,0.0,208.48,2026-02-14
MO-001171,SYS-0018,300,Ended,1171,0.0,121.49,8.94,24.42,8.58,-1278.28,101.02,0.0,-1013.83,2026-03-03
MO-001172,AFT-0025,100,Ended,1172,0.0,129.86,26.37,14.12,4.59,-208.7,99.93,0.0,66.18,2026-03-20
MO-001173,SA-0002,300,Ended,1173,0.0,255.74,25.39,11.59,4.11,-148.3,73.68,0.0,222.21,2026-04-06
MO-001174,SA-0039,100,Ended,1174,0.0,400.89,17.05,-2.68,-1.69,-225.99,145.21,0.0,332.79,2026-04-23
MO-001175,SA-0076,200,Ended,1175,0.0,265.65,31.45,48.91,20.03,-137.72,206.82,0.0,435.14,2026-05-10
MO-001176,DRV-0013,100,Ended,1176,0.0,27.65,2.96,-7.94,-3.03,-10.76,32.05,0.0,40.94,2026-05-27
MO-001177,DRV-0050,200,Ended,1177,0.0,442.57,0.14,-6.04,-2.07,-116.63,188.24,0.0,506.2,2026-06-13
MO-001221,SA-0028,200,Ended,1221,0.0,70.78,6.45,-7.5,-2.7,-118.63,133.38,0.0,81.78,2026-01-02
MO-001222,SA-0065,300,Ended,1222,0.0,45.33,-1.75,2.24,0.73,-231.13,295.07,0.0,110.49,2026-01-19
MO-001223,DRV-0002,200,Ended,1223,0.0,2901.4,-9.33,14.9,5.44,-1153.23,794.79,0.0,2553.97,2026-02-05
MO-001224,DRV-0039,100,Ended,1224,0.0,18.9,1.76,-7.36,-2.86,224.77,5.78,0.0,240.98,2026-02-22
MO-001225,ACT-0016,200,Ended,1225,0.0,41.24,1.03,3.13,1.22,24.64,21.73,0.0,92.99,2026-03-11
MO-001226,ACT-0053,100,Ended,1226,0.0,129.78,7.47,13.4,5.0,46.14,64.08,0.0,265.87,2026-03-28
MO-001227,CTL-0030,300,Ended,1227,0.0,511.59,15.99,11.09,3.74,-1606.63,351.42,0.0,-712.8,2026-04-14
MO-001228,SYS-0027,100,Ended,1228,0.0,-158.15,10.47,2.33,0.76,-123.29,140.08,0.0,-127.81,2026-05-01
MO-001229,AFT-0034,100,Ended,1229,0.0,-165.69,8.45,4.13,1.43,-4.48,45.1,0.0,-111.06,2026-05-18
MO-001230,SA-0011,300,Ended,1230,0.0,852.26,22.22,35.01,13.85,-410.22,579.22,0.0,1092.33,2026-06-04
MO-001231,SA-0048,100,Started,1231,0.0,4692.54,0.76,-14.51,-5.32,-1566.95,70.51,0.0,3177.03,
MO-001275,SYS-0016,300,Ended,1275,0.0,754.9,4.36,-6.87,-2.45,-344.52,404.44,0.0,809.85,2026-01-10
MO-001276,AFT-0023,100,Ended,1276,0.0,112.87,-0.7,-3.74,-1.46,53.62,76.49,0.0,237.1,2026-01-27
MO-001277,AFT-0060,300,Ended,1277,0.0,217.37,0.1,4.36,1.51,-894.9,103.09,0.0,-568.48,2026-02-13
MO-001278,SA-0037,200,Ended,1278,0.0,1082.61,-4.81,1.93,0.49,-691.86,295.51,0.0,683.87,2026-03-02
MO-001279,SA-0074,300,Ended,1279,0.0,-33.69,13.87,39.33,13.77,-432.64,64.6,0.0,-334.77,2026-03-19
MO-001280,DRV-0011,100,Ended,1280,0.0,81.95,9.89,-1.27,-0.42,185.41,61.75,0.0,337.31,2026-04-05
MO-001281,DRV-0048,200,Ended,1281,0.0,87.14,3.41,3.55,1.2,-201.18,73.28,0.0,-32.6,2026-04-22
MO-001282,ACT-0025,100,Ended,1282,0.0,844.14,12.14,13.36,4.96,-325.27,293.6,0.0,842.92,2026-05-09
MO-001283,CTL-0002,300,Ended,1283,0.0,165.02,5.53,2.38,0.76,-50.69,87.96,0.0,210.98,2026-05-26
MO-001284,CTL-0039,300,Ended,1284,0.0,19.25,2.44,-3.05,-0.84,-112.18,131.86,0.0,37.49,2026-06-12
MO-001285,AFT-0006,300,Started,1285,0.0,66057.0,2.64,2.85,0.8,-861.76,517.95,0.0,65719.48,
MO-001329,ACT-0014,200,Ended,1329,0.0,87.56,2.34,-9.05,-3.36,103.98,10.89,0.0,192.37,2026-01-17
MO-001330,ACT-0051,100,Ended,1330,0.0,-20.03,1.91,-7.02,-2.63,-734.49,796.3,0.0,34.04,2026-02-03
MO-001331,CTL-0028,300,Ended,1331,0.0,705.07,-2.21,-3.21,-1.18,-310.2,377.5,0.0,765.76,2026-02-20
MO-001332,SYS-0025,100,Ended,1332,0.0,-12.43,0.77,1.65,0.63,-380.08,110.0,0.0,-279.47,2026-03-09
MO-001333,AFT-0032,100,Ended,1333,0.0,-93.45,4.86,3.54,1.24,-156.89,119.72,0.0,-120.99,2026-03-27
MO-001334,SA-0009,100,Ended,1334,0.0,327.13,22.27,26.7,10.62,-115.76,104.11,0.0,375.08,2026-04-13
MO-001335,SA-0046,200,Ended,1335,0.0,298.01,83.01,107.19,37.68,-159.03,263.33,0.0,630.19,2026-04-30
MO-001336,SA-0083,300,Ended,1336,0.0,99.95,6.21,-3.91,-1.7,201.43,62.54,0.0,364.54,2026-05-17
MO-001337,DRV-0020,200,Ended,1337,0.0,153.33,5.55,4.06,1.57,-25.71,57.41,0.0,196.2,2026-06-03
MO-001338,DRV-0057,100,Ended,1338,0.0,516.72,2.41,3.2,1.05,-197.16,270.91,0.0,597.13,2026-06-20
MO-001382,SA-0035,300,Ended,1382,0.0,1020.36,53.77,79.84,29.75,-425.42,530.8,0.0,1289.1,2026-01-08
MO-001383,SA-0072,100,Ended,1383,0.0,182.49,30.64,37.65,12.43,-2302.38,130.42,0.0,-1908.75,2026-01-25
MO-001384,DRV-0009,100,Ended,1384,0.0,-4.25,0.87,-6.63,-2.3,105.04,4.57,0.0,97.32,2026-02-11
MO-001385,DRV-0046,200,Ended,1385,0.0,41.99,-1.0,-9.86,-3.58,100.38,87.73,0.0,215.67,2026-02-28
MO-001386,ACT-0023,100,Ended,1386,0.0,796.82,4.61,-1.12,-0.41,-237.9,323.71,0.0,885.71,2026-03-17
MO-001387,ACT-0060,200,Ended,1387,0.0,22.45,0.66,-0.82,-0.3,-545.02,26.16,0.0,-496.86,2026-04-03
MO-001388,CTL-0037,300,Ended,1388,0.0,1427.88,7.92,1.05,0.4,-878.57,606.41,0.0,1165.1,2026-04-20
MO-001389,AFT-0004,100,Ended,1389,0.0,171.0,32.87,27.44,10.39,-146.86,192.93,0.0,287.76,2026-05-07
MO-001390,AFT-0041,100,Ended,1390,0.0,863.18,34.39,123.0,47.85,-620.44,814.12,0.0,1262.1,2026-05-24
MO-001391,SA-0018,100,Ended,1391,0.0,926.89,29.29,118.4,42.41,-5766.36,615.97,0.0,-4033.41,2026-06-10
MO-001392,SA-0055,200,Released,1392,0.0,0.0,0.0,-132.55,-48.26,180.81,0.0,0.0,0.0,
MO-001436,SYS-0023,100,Ended,1436,0.0,-525.44,18.69,23.13,9.09,-487.87,653.49,0.0,-308.91,2026-01-16
MO-001437,AFT-0030,300,Ended,1437,0.0,-0.9,16.9,55.08,20.96,-1992.88,92.35,0.0,-1808.49,2026-02-02
MO-001438,SA-0007,200,Ended,1438,0.0,272.63,2.33,-0.47,-2.27,-591.64,305.19,0.0,-14.24,2026-02-19
MO-001439,SA-0044,300,Ended,1439,0.0,-9.82,-14.59,0.89,2.81,-186.18,41.94,0.0,-164.95,2026-03-08
MO-001440,SA-0081,100,Ended,1440,0.0,126.35,0.13,-8.42,-3.17,46.76,60.42,0.0,222.06,2026-03-25
MO-001441,DRV-0018,200,Ended,1441,0.0,74.36,3.95,-6.73,-2.34,-703.11,117.5,0.0,-516.37,2026-04-11
MO-001442,DRV-0055,100,Ended,1442,0.0,-519.44,9.15,2.35,0.97,-602.55,567.04,0.0,-542.48,2026-04-28
MO-001443,ACT-0032,200,Ended,1443,0.0,16.7,6.19,-1.1,-0.36,-2.14,18.61,0.0,37.91,2026-05-15
MO-001444,CTL-0009,300,Ended,1444,0.0,520.2,34.68,20.14,7.48,-44.53,102.59,0.0,640.56,2026-06-01
MO-001445,SYS-0006,300,Ended,1445,0.0,280.1,16.1,48.83,17.45,-997.34,196.48,0.0,-438.38,2026-06-18
MO-001489,DRV-0044,200,Ended,1489,0.0,-2.91,4.36,-0.72,-0.24,54.65,4.38,0.0,59.52,2026-01-07
MO-001490,ACT-0021,100,Ended,1490,0.0,159.58,4.62,2.76,1.02,-44.45,162.42,0.0,285.95,2026-01-24
MO-001491,ACT-0058,200,Ended,1491,0.0,73.34,12.24,13.39,5.12,14.75,57.7,0.0,176.54,2026-02-10
MO-001492,CTL-0035,300,Ended,1492,0.0,2306.86,0.43,25.68,8.71,-504.92,647.78,0.0,2484.54,2026-02-27
MO-001493,AFT-0002,100,Ended,1493,0.0,357.73,-9.44,19.54,6.97,-367.01,294.34,0.0,302.12,2026-03-16
MO-001494,AFT-0039,300,Ended,1494,0.0,-4567.37,0.78,-14.6,-6.12,-1229.07,1197.48,0.0,-4618.91,2026-04-02
MO-001495,SA-0016,200,Ended,1495,0.0,136.47,4.88,-27.02,-10.0,-174.31,180.0,0.0,110.03,2026-04-19
MO-001496,SA-0053,300,Ended,1496,0.0,65.82,2.91,-6.52,-2.45,56.69,67.06,0.0,183.51,2026-05-06
MO-001497,SA-0090,100,Ended,1497,0.0,56.75,7.36,-5.32,-1.93,-655.59,35.53,0.0,-563.2,2026-05-23
MO-001498,DRV-0027,100,Ended,1498,0.0,254.9,7.36,1.65,0.63,-19.96,81.81,0.0,326.38,2026-06-09
MO-001499,ACT-0004,200,Reported Finished,1499,0.0,301.76,12.32,3.51,1.15,59.62,8.12,0.0,386.48,
MO-001543,SA-0042,100,Ended,1543,0.0,125.26,34.46,50.88,18.12,-1937.57,283.24,0.0,-1425.6,2026-01-14
MO-001544,SA-0079,200,Ended,1544,0.0,49.75,2.03,1.85,0.68,33.44,18.61,0.0,106.36,2026-01-31
MO-001545,DRV-0016,200,Ended,1545,0.0,66.18,1.88,-1.12,-0.42,44.88,38.18,0.0,149.58,2026-02-17
MO-001546,DRV-0053,100,Ended,1546,0.0,-110.7,2.24,10.5,3.92,-178.78,349.43,0.0,76.61,2026-03-06
MO-001547,ACT-0030,200,Ended,1547,0.0,31.95,-3.6,13.54,4.31,-547.41,53.25,0.0,-447.96,2026-03-23
MO-001548,CTL-0007,300,Ended,1548,0.0,-8.83,13.58,2.7,2.17,-602.16,308.98,0.0,-283.56,2026-04-09
MO-001549,SYS-0004,300,Ended,1549,0.0,86.89,2.99,-2.88,-1.68,47.12,24.47,0.0,156.9,2026-04-26
MO-001550,AFT-0011,100,Ended,1550,0.0,594.98,15.86,-22.05,-8.26,-307.85,321.83,0.0,594.51,2026-05-14
MO-001551,AFT-0048,300,Ended,1551,0.0,5685.01,34.6,-0.63,-0.29,-5256.13,1815.93,0.0,2278.49,2026-05-31
MO-001552,SA-0025,200,Ended,1552,0.0,45.23,4.7,-5.43,-2.05,18.19,32.51,0.0,93.15,2026-06-17
MO-001596,CTL-0033,300,Ended,1596,0.0,3266.65,19.85,-1.82,-0.72,-1012.11,1029.43,0.0,3301.29,2026-01-05
MO-001597,SYS-0030,300,Ended,1597,0.0,897.58,21.54,18.8,6.65,-3057.44,893.39,0.0,-1219.49,2026-01-22
MO-001598,AFT-0037,100,Ended,1598,0.0,1333.67,13.67,64.55,23.56,-1828.63,861.66,0.0,468.48,2026-02-08
MO-001599,SA-0014,300,Ended,1599,0.0,176.72,3.48,54.2,19.03,-153.73,64.81,0.0,164.5,2026-02-25
MO-001600,SA-0051,100,Ended,1600,0.0,82.96,0.65,-2.88,-1.2,31.72,81.65,0.0,192.89,2026-03-14
MO-001601,SA-0088,200,Ended,1601,0.0,21.42,-3.1,3.61,1.29,74.64,18.24,0.0,116.11,2026-03-31
MO-001602,DRV-0025,100,Ended,1602,0.0,664.53,0.11,10.69,3.69,-294.04,235.29,0.0,620.28,2026-04-17
MO-001603,ACT-0002,200,Ended,1603,0.0,45.69,7.67,2.07,1.49,-13.62,31.88,0.0,75.18,2026-05-04
MO-001604,ACT-0039,100,Ended,1604,0.0,288.09,29.17,-8.72,-3.81,-13.18,53.19,0.0,344.74,2026-05-21
MO-001605,CTL-0016,300,Ended,1605,0.0,-22.69,9.06,-10.1,-3.6,-59.33,122.87,0.0,36.22,2026-06-07
MO-001606,SYS-0013,100,Started,1606,0.0,15058.19,8.36,-1.39,-0.56,-163.55,122.05,0.0,15023.1,
MO-001650,DRV-0051,100,Ended,1650,0.0,791.67,14.37,-8.63,-3.03,-433.18,553.52,0.0,914.72,2026-01-13
MO-001651,ACT-0028,200,Ended,1651,0.0,35.95,10.65,-3.32,-1.24,66.48,34.17,0.0,142.69,2026-01-30
MO-001652,CTL-0005,300,Ended,1652,0.0,-45.11,14.52,5.98,2.15,-163.73,223.64,0.0,37.45,2026-02-16
MO-001653,SYS-0002,300,Ended,1653,0.0,790.26,3.17,24.74,8.7,-303.67,220.27,0.0,743.46,2026-03-05
MO-001654,AFT-0009,300,Ended,1654,0.0,439.14,4.83,68.63,26.78,-128.81,87.19,0.0,497.77,2026-03-22
MO-001655,AFT-0046,100,Ended,1655,0.0,1298.63,-13.79,25.3,9.17,-556.94,581.12,0.0,1343.49,2026-04-08
MO-001656,SA-0023,300,Ended,1656,0.0,75.84,0.83,-0.96,-0.35,34.76,86.42,0.0,196.55,2026-04-25
MO-001657,SA-0060,100,Ended,1657,0.0,-7.05,1.03,8.08,2.78,-283.63,20.86,0.0,-257.92,2026-05-12
MO-001658,SA-0097,200,Ended,1658,0.0,40.94,8.28,0.37,0.12,-142.27,72.13,0.0,-20.42,2026-05-29
MO-001659,DRV-0034,200,Ended,1659,0.0,6.14,14.32,-6.07,-2.48,40.44,16.96,0.0,69.31,2026-06-15
MO-001703,SA-0012,100,Ended,1703,0.0,250.3,5.52,1.09,1.01,-3720.04,145.79,0.0,-3316.33,2026-01-03
MO-001704,SA-0049,200,Ended,1704,0.0,21.66,2.86,-6.24,-2.33,5.83,7.45,0.0,29.23,2026-01-20
MO-001705,SA-0086,300,Ended,1705,0.0,99.16,9.75,-6.3,-2.12,-1.59,58.25,0.0,157.16,2026-02-07
MO-001706,DRV-0023,100,Ended,1706,0.0,273.13,7.14,3.76,1.54,-8.51,203.95,0.0,481.0,2026-02-24
MO-001707,DRV-0060,200,Ended,1707,0.0,51.02,5.73,0.39,0.21,-954.78,44.85,0.0,-852.58,2026-03-13
MO-001708,ACT-0037,100,Ended,1708,0.0,3310.32,0.45,10.55,3.93,-638.81,530.79,0.0,3217.22,2026-03-30
MO-001709,CTL-0014,300,Ended,1709,0.0,-110.8,-0.67,25.73,9.2,-122.92,33.87,0.0,-165.59,2026-04-16
MO-001710,SYS-0011,100,Ended,1710,0.0,751.02,6.62,37.16,13.22,-529.22,714.35,0.0,993.15,2026-05-03
MO-001711,AFT-0018,300,Ended,1711,0.0,86.76,7.37,83.0,28.66,-1330.7,408.58,0.0,-716.33,2026-05-20
MO-001712,AFT-0055,100,Ended,1712,0.0,18.33,4.01,2.66,1.28,26.49,12.66,0.0,65.43,2026-06-06
MO-001713,SA-0032,300,Released,1713,0.0,0.0,0.0,-50.76,-19.03,69.8,0.0,0.0,0.0,
MO-001757,CTL-0040,300,Ended,1757,0.0,3105.93,3.58,5.77,2.02,-965.55,997.22,0.0,3148.96,2026-01-11
MO-001758,AFT-0007,100,Ended,1758,0.0,162.24,16.84,30.44,10.76,-564.71,82.87,0.0,-261.56,2026-01-28
MO-001759,AFT-0044,100,Ended,1759,0.0,513.65,50.3,-46.83,-15.56,-631.33,175.38,0.0,45.61,2026-02-14
MO-001760,SA-0021,100,Ended,1760,0.0,43.91,4.23,-4.7,-1.77,-38.46,70.88,0.0,74.09,2026-03-03
MO-001761,SA-0058,200,Ended,1761,0.0,15.32,2.85,-2.08,-0.79,66.57,27.45,0.0,109.31,2026-03-20
MO-001762,SA-0095,300,Ended,1762,0.0,242.39,1.7,8.56,3.13,48.43,133.86,0.0,438.07,2026-04-06
MO-001763,DRV-0032,200,Ended,1763,0.0,14.68,-3.15,2.07,0.68,6.91,19.43,0.0,40.62,2026-04-23
MO-001764,ACT-0009,100,Ended,1764,0.0,23.54,0.73,11.27,4.15,1.92,25.49,0.0,67.1,2026-05-10
MO-001765,ACT-0046,200,Ended,1765,0.0,354.58,5.95,26.59,8.98,-150.81,244.53,0.0,489.8,2026-05-27
MO-001766,CTL-0023,300,Ended,1766,0.0,1103.35,34.38,72.55,26.81,-471.94,696.15,0.0,1461.3,2026-06-13
MO-001810,DRV-0021,100,Ended,1810,0.0,328.79,3.47,15.59,5.79,-111.17,179.56,0.0,422.02,2026-01-02
MO-001811,DRV-0058,200,Ended,1811,0.0,991.07,9.72,3.4,1.1,-197.21,324.27,0.0,1132.34,2026-01-19
MO-001812,ACT-0035,100,Ended,1812,0.0,1708.94,14.1,-0.22,0.36,-172.94,412.41,0.0,1962.66,2026-02-05
MO-001813,CTL-0012,300,Ended,1813,0.0,-2277.48,11.11,19.11,6.33,-1609.7,806.88,0.0,-3043.75,2026-02-22
MO-001814,SYS-0009,100,Ended,1814,0.0,189.98,48.54,-45.13,-16.94,-155.81,77.01,0.0,97.67,2026-03-11
MO-001815,AFT-0016,100,Ended,1815,0.0,2418.82,21.26,-13.89,-5.34,-1429.95,1480.16,0.0,2471.05,2026-03-28
MO-001816,AFT-0053,100,Ended,1816,0.0,26.21,0.73,0.03,0.02,29.91,29.1,0.0,86.0,2026-04-14
MO-001817,SA-0030,100,Ended,1817,0.0,26.84,-0.66,0.64,0.25,-310.36,22.36,0.0,-260.94,2026-05-01
MO-001818,SA-0067,200,Ended,1818,0.0,18.93,6.41,11.92,4.68,-155.7,86.68,0.0,-27.07,2026-05-18
MO-001819,DRV-0004,200,Ended,1819,0.0,45.59,1.18,2.97,1.16,82.35,30.65,0.0,163.9,2026-06-04
MO-001820,DRV-0041,100,Reported Finished,1820,0.0,625.22,4.47,12.31,4.84,48.22,19.0,0.0,714.06,
MO-001864,SA-0019,200,Ended,1864,0.0,4.98,7.91,-1.6,-0.83,80.57,14.37,0.0,105.4,2026-01-10
MO-001865,SA-0056,300,Ended,1865,0.0,-12.88,2.0,5.27,2.02,-36.32,58.61,0.0,18.71,2026-01-27
MO-001866,SA-0093,100,Ended,1866,0.0,167.94,7.44,4.71,1.59,-33.9,94.39,0.0,242.16,2026-02-13
MO-001867,DRV-0030,200,Ended,1867,0.0,52.91,6.76,-1.11,-0.11,-1131.2,53.73,0.0,-1019.02,2026-03-02
MO-001868,ACT-0007,100,Ended,1868,0.0,370.03,9.67,13.66,4.16,-832.04,387.34,0.0,-47.17,2026-03-19
MO-001869,ACT-0044,200,Ended,1869,0.0,46.28,15.74,-28.84,-10.34,-68.03,17.2,0.0,-27.99,2026-04-05
MO-001870,CTL-0021,300,Ended,1870,0.0,1048.25,-0.84,-21.6,-8.29,-649.13,594.48,0.0,962.86,2026-04-22
MO-001871,SYS-0018,300,Ended,1871,0.0,318.17,-4.62,17.3,6.23,-6227.21,441.97,0.0,-5448.15,2026-05-09
MO-001872,AFT-0025,100,Ended,1872,0.0,11.45,2.76,2.14,0.86,7.73,21.41,0.0,46.35,2026-05-26
MO-001873,SA-0002,300,Ended,1873,0.0,34.78,3.48,1.91,0.66,47.0,16.37,0.0,104.22,2026-06-12
MO-001874,SA-0039,100,Reported Finished,1874,0.0,1505.26,10.31,8.08,2.95,106.95,36.3,0.0,1669.85,
MO-001918,SYS-0007,100,Ended,1918,0.0,666.15,35.07,93.77,35.32,-647.67,252.02,0.0,434.66,2026-01-17
MO-001919,AFT-0014,100,Ended,1919,0.0,578.13,17.8,51.44,19.71,-337.12,163.8,0.0,493.77,2026-02-03
MO-001920,AFT-0051,300,Ended,1920,0.0,66.87,5.71,0.08,0.02,31.1,100.79,0.0,204.55,2026-02-20
MO-001921,SA-0028,200,Ended,1921,0.0,44.4,3.22,4.35,1.49,-0.66,29.64,0.0,82.43,2026-03-09
MO-001922,SA-0065,300,Ended,1922,0.0,102.92,4.74,-1.19,-0.44,5.35,73.77,0.0,185.15,2026-03-27
MO-001923,DRV-0002,200,Ended,1923,0.0,379.31,5.26,5.52,1.43,-148.62,181.67,0.0,424.57,2026-04-13
MO-001924,DRV-0039,100,Ended,1924,0.0,30.55,3.57,-21.31,-8.19,40.44,26.97,0.0,72.04,2026-04-30
MO-001925,ACT-0016,200,Ended,1925,0.0,139.46,-8.51,-15.01,-5.47,-74.86,97.76,0.0,133.39,2026-05-17
MO-001926,ACT-0053,100,Ended,1926,0.0,350.15,1.6,-0.3,-0.18,-180.4,256.31,0.0,427.18,2026-06-03
MO-001927,CTL-0030,300,Ended,1927,0.0,1034.28,26.68,36.79,13.06,-7652.47,1537.48,0.0,-5004.18,2026-06-20
MO-001971,DRV-0028,200,Ended,1971,0.0,-59.27,-1.69,-1.17,-0.38,-323.08,377.39,0.0,-8.19,2026-01-08
MO-001972,ACT-0005,100,Ended,1972,0.0,357.69,4.38,11.76,4.19,-45.72,165.73,0.0,498.02,2026-01-25
MO-001973,ACT-0042,200,Ended,1973,0.0,203.33,34.01,57.64,20.61,-3615.22,115.82,0.0,-3183.81,2026-02-11
MO-001974,CTL-0019,300,Ended,1974,0.0,-101.0,50.42,74.21,27.53,-511.27,141.24,0.0,-318.87,2026-02-28
MO-001975,SYS-0016,300,Ended,1975,0.0,2188.66,28.1,46.65,16.07,-1721.01,1769.43,0.0,2327.89,2026-03-17
MO-001976,AFT-0023,100,Ended,1976,0.0,13.57,4.56,-3.75,-1.26,131.99,16.39,0.0,161.49,2026-04-03
MO-001977,AFT-0060,300,Ended,1977,0.0,28.75,0.42,-2.39,-0.91,-163.84,22.91,0.0,-115.07,2026-04-20
MO-001978,SA-0037,200,Ended,1978,0.0,161.11,6.55,6.86,3.05,-98.04,73.88,0.0,153.4,2026-05-07
MO-001979,SA-0074,300,Ended,1979,0.0,65.98,-4.58,-14.22,-5.26,9.17,14.77,0.0,65.87,2026-05-24
MO-001980,DRV-0011,100,Ended,1980,0.0,359.17,8.48,-5.37,-1.87,-71.61,288.19,0.0,576.98,2026-06-10
MO-001981,DRV-0048,200,Started,1981,0.0,9910.94,1.01,-1.08,-0.43,-318.55,82.44,0.0,9674.33,
MO-002025,SA-0026,300,Ended,2025,0.0,162.8,1.41,-4.53,-1.65,27.69,81.59,0.0,267.3,2026-01-16
MO-002026,SA-0063,100,Ended,2026,0.0,48.26,4.48,3.03,1.14,-105.86,147.77,0.0,98.81,2026-02-02
MO-002027,SA-0100,200,Ended,2027,0.0,5.04,5.24,4.91,1.62,-15.49,68.39,0.0,69.7,2026-02-19
MO-002028,DRV-0037,100,Ended,2028,0.0,-1058.54,24.08,28.2,10.45,-839.2,625.73,0.0,-1209.29,2026-03-08
MO-002029,ACT-0014,200,Ended,2029,0.0,264.94,29.76,61.64,21.63,-174.07,49.0,0.0,252.9,2026-03-25
MO-002030,ACT-0051,100,Ended,2030,0.0,8145.55,17.17,30.21,9.96,-3207.48,3185.21,0.0,8180.62,2026-04-11
MO-002031,CTL-0028,300,Ended,2031,0.0,1966.75,11.26,45.14,17.27,-1599.44,1651.55,0.0,2092.53,2026-04-28
MO-002032,SYS-0025,100,Ended,2032,0.0,67.05,0.34,-6.53,-2.47,35.87,23.57,0.0,117.84,2026-05-15
MO-002033,AFT-0032,100,Ended,2033,0.0,102.48,-2.28,-0.9,-0.4,2.98,26.6,0.0,128.49,2026-06-01
MO-002034,SA-0009,100,Ended,2034,0.0,9.22,-0.94,-13.88,-5.32,20.97,26.03,0.0,36.09,2026-06-18
MO-002078,CTL-0017,300,Ended,2078,0.0,-22.95,-7.76,-21.9,-8.22,40.97,68.96,0.0,49.09,2026-01-07
MO-002079,SYS-0014,300,Ended,2079,0.0,-217.05,9.03,-4.57,-1.75,-341.47,148.24,0.0,-407.58,2026-01-24
MO-002080,AFT-0021,300,Ended,2080,0.0,23.43,3.96,-5.08,-1.85,101.94,29.64,0.0,152.04,2026-02-10
MO-002081,AFT-0058,100,Ended,2081,0.0,31.75,2.1,-3.68,-1.34,76.0,19.89,0.0,124.71,2026-02-27
MO-002082,SA-0035,300,Ended,2082,0.0,251.8,9.11,7.8,2.95,-65.44,132.7,0.0,338.92,2026-03-16
MO-002083,SA-0072,100,Ended,2083,0.0,77.06,11.73,8.96,3.46,-475.07,29.81,0.0,-344.06,2026-04-02
MO-002084,DRV-0009,100,Ended,2084,0.0,107.11,15.94,31.99,11.93,38.58,21.34,0.0,226.89,2026-04-19
MO-002085,DRV-0046,200,Ended,2085,0.0,102.01,8.17,30.7,10.51,-242.61,394.79,0.0,303.58,2026-05-06
MO-002086,ACT-0023,100,Ended,2086,0.0,2186.3,2.83,6.75,2.29,-1229.68,1294.85,0.0,2263.34,2026-05-23
MO-002087,ACT-0060,200,Ended,2087,0.0,25.15,-4.5,9.0,3.12,-2632.05,114.46,0.0,-2484.84,2026-06-09
MO-002088,CTL-0037,300,Released,2088,0.0,0.0,0.0,-79.2,-29.7,108.9,0.0,0.0,0.0,
MO-002132,DRV-0035,100,Ended,2132,0.0,115.44,2.44,-9.88,-4.3,-90.87,189.87,0.0,202.69,2026-01-14
MO-002133,ACT-0012,200,Ended,2133,0.0,7.43,-1.81,-13.08,-4.67,-1590.07,55.88,0.0,-1546.32,2026-01-31
MO-002134,ACT-0049,100,Ended,2134,0.0,164.16,8.51,-4.45,-1.78,-926.3,116.24,0.0,-643.61,2026-02-17
