shipment_number,ship_date,carrier,order_number,customer_id,id,shipment_id,sales_order_line_id,item_id,site_code,quantity,unit_standard_cost
SHP-006408,2026-01-11,Midwest Freight,SO-007413,CUST-0022,12815,6408,14825,AFT-0005,100,4.0,2334.92
SHP-006408,2026-01-11,Midwest Freight,SO-007413,CUST-0022,12816,6408,14826,AFT-0016,100,9.0,1691.61
SHP-006979,2026-01-11,BlueLine Transport,SO-008074,CUST-0219,13957,6979,16147,ACT-0056,200,22.0,618.58
SHP-006979,2026-01-11,BlueLine Transport,SO-008074,CUST-0219,13958,6979,16148,AFT-0007,100,33.0,295.96
SHP-008448,2026-01-11,Midwest Freight,SO-009773,CUST-0062,16895,8448,19545,SYS-0005,100,9.0,295.22
SHP-008448,2026-01-11,Midwest Freight,SO-009773,CUST-0062,16896,8448,19546,SYS-0016,300,13.0,2022.21
SHP-000839,2026-01-12,BlueLine Transport,SO-000966,CUST-0103,1677,839,1931,DRV-0048,200,4.0,916.05
SHP-000839,2026-01-12,BlueLine Transport,SO-000966,CUST-0103,1678,839,1932,DRV-0059,100,9.0,4086.27
SHP-001408,2026-01-12,ParcelPro,SO-001627,CUST-0060,2815,1408,3253,DRV-0039,100,22.0,385.26
SHP-001408,2026-01-12,ParcelPro,SO-001627,CUST-0060,2816,1408,3254,DRV-0050,200,33.0,3137.29
SHP-001981,2026-01-12,Roadstar Logistics,SO-002288,CUST-0017,3961,1981,4575,DRV-0030,200,2.0,447.73
SHP-001981,2026-01-12,Roadstar Logistics,SO-002288,CUST-0017,3962,1981,4576,DRV-0041,100,4.0,271.46
SHP-002875,2026-01-12,BlueLine Transport,SO-003326,CUST-0143,5749,2875,6651,AFT-0058,100,9.0,248.59
SHP-002875,2026-01-12,BlueLine Transport,SO-003326,CUST-0143,5750,2875,6652,CTL-0009,300,13.0,1465.6
SHP-003447,2026-01-12,ParcelPro,SO-003987,CUST-0100,6893,3447,7973,AFT-0049,100,33.0,719.94
SHP-003447,2026-01-12,ParcelPro,SO-003987,CUST-0100,6894,3447,7974,AFT-0060,300,55.0,381.82
SHP-004532,2026-01-12,ParcelPro,SO-005243,CUST-0092,9063,4532,10485,ACT-0045,100,4.0,311.98
SHP-004532,2026-01-12,ParcelPro,SO-005243,CUST-0092,9064,4532,10486,ACT-0056,200,9.0,618.58
SHP-005103,2026-01-12,Roadstar Logistics,SO-005904,CUST-0049,10205,5103,11807,ACT-0036,200,22.0,207.18
SHP-005103,2026-01-12,Roadstar Logistics,SO-005904,CUST-0049,10206,5103,11808,ACT-0047,100,33.0,766.28
SHP-006000,2026-01-12,BlueLine Transport,SO-006942,CUST-0175,11999,6000,13883,DRV-0054,200,55.0,2389.07
SHP-006000,2026-01-12,BlueLine Transport,SO-006942,CUST-0175,12000,6000,13884,SYS-0005,100,2.0,295.22
SHP-006572,2026-01-12,ParcelPro,SO-007603,CUST-0132,13143,6572,15205,DRV-0045,100,9.0,378.8
SHP-006572,2026-01-12,ParcelPro,SO-007603,CUST-0132,13144,6572,15206,DRV-0056,200,13.0,2993.16
SHP-007142,2026-01-12,Roadstar Logistics,SO-008264,CUST-0089,14283,7142,16527,DRV-0036,200,33.0,1497.18
SHP-007142,2026-01-12,Roadstar Logistics,SO-008264,CUST-0089,14284,7142,16528,DRV-0047,100,55.0,3735.12
SHP-008039,2026-01-12,BlueLine Transport,SO-009302,CUST-0215,16077,8039,18603,CTL-0004,300,2.0,1388.28
SHP-008039,2026-01-12,BlueLine Transport,SO-009302,CUST-0215,16078,8039,18604,CTL-0015,300,4.0,505.32
SHP-000431,2026-01-13,ParcelPro,SO-000495,CUST-0016,861,431,989,AFT-0047,100,55.0,1876.46
SHP-000431,2026-01-13,ParcelPro,SO-000495,CUST-0016,862,431,990,AFT-0058,100,2.0,248.59
SHP-001573,2026-01-13,Midwest Freight,SO-001817,CUST-0170,3145,1573,3633,AFT-0029,100,33.0,438.34
SHP-001573,2026-01-13,Midwest Freight,SO-001817,CUST-0170,3146,1573,3634,AFT-0040,100,55.0,567.45
SHP-002468,2026-01-13,ParcelPro,SO-002855,CUST-0056,4935,2468,5709,ACT-0017,100,2.0,632.55
SHP-002468,2026-01-13,ParcelPro,SO-002855,CUST-0056,4936,2468,5710,ACT-0028,200,4.0,213.58
SHP-002656,2026-01-13,Midwest Freight,SO-003073,CUST-0162,5311,2656,6145,ACT-0025,100,4.0,2796.19
SHP-002656,2026-01-13,Midwest Freight,SO-003073,CUST-0162,5312,2656,6146,ACT-0036,200,9.0,207.18
SHP-003556,2026-01-13,ParcelPro,SO-004111,CUST-0048,7111,3556,8221,DRV-0043,100,13.0,581.68
SHP-003556,2026-01-13,ParcelPro,SO-004111,CUST-0048,7112,3556,8222,DRV-0054,200,22.0,2389.07
SHP-004126,2026-01-13,Roadstar Logistics,SO-004772,CUST-0005,8251,4126,9543,DRV-0034,200,55.0,423.99
SHP-004126,2026-01-13,Roadstar Logistics,SO-004772,CUST-0005,8252,4126,9544,DRV-0045,100,2.0,378.8
SHP-004697,2026-01-13,Midwest Freight,SO-005433,CUST-0202,9393,4697,10865,DRV-0025,100,9.0,2240.87
SHP-004697,2026-01-13,Midwest Freight,SO-005433,CUST-0202,9394,4697,10866,DRV-0036,200,13.0,1497.18
SHP-005592,2026-01-13,ParcelPro,SO-006471,CUST-0088,11183,5592,12941,AFT-0053,100,22.0,484.99
SHP-005592,2026-01-13,ParcelPro,SO-006471,CUST-0088,11184,5592,12942,CTL-0004,300,33.0,1388.28
SHP-006165,2026-01-13,Roadstar Logistics,SO-007132,CUST-0045,12329,6165,14263,AFT-0044,100,2.0,1002.16
SHP-006165,2026-01-13,Roadstar Logistics,SO-007132,CUST-0045,12330,6165,14264,AFT-0055,100,4.0,281.39
SHP-007251,2026-01-13,Roadstar Logistics,SO-008388,CUST-0037,14501,7251,16775,ACT-0040,200,13.0,199.82
SHP-007251,2026-01-13,Roadstar Logistics,SO-008388,CUST-0037,14502,7251,16776,ACT-0051,100,22.0,4550.3
SHP-007822,2026-01-13,Midwest Freight,SO-009049,CUST-0234,15643,7822,18097,ACT-0031,100,55.0,2523.05
SHP-007822,2026-01-13,Midwest Freight,SO-009049,CUST-0234,15644,7822,18098,ACT-0042,200,2.0,643.48
SHP-000594,2026-01-14,Midwest Freight,SO-000685,CUST-0126,1187,594,1369,SYS-0027,100,2.0,1000.55
SHP-000594,2026-01-14,Midwest Freight,SO-000685,CUST-0126,1188,594,1370,ACT-0008,200,4.0,227.79
SHP-001681,2026-01-14,Midwest Freight,SO-001941,CUST-0118,3361,1681,3881,DRV-0023,100,13.0,1456.75
SHP-001681,2026-01-14,Midwest Freight,SO-001941,CUST-0118,3362,1681,3882,DRV-0034,200,22.0,423.99
SHP-002250,2026-01-14,BlueLine Transport,SO-002602,CUST-0075,4499,2250,5203,DRV-0014,200,55.0,976.85
SHP-002250,2026-01-14,BlueLine Transport,SO-002602,CUST-0075,4500,2250,5204,DRV-0025,100,2.0,2240.87
SHP-004288,2026-01-14,BlueLine Transport,SO-004962,CUST-0115,8575,4288,9923,AFT-0024,300,2.0,584.52
SHP-004288,2026-01-14,BlueLine Transport,SO-004962,CUST-0115,8576,4288,9924,AFT-0035,100,4.0,2292.51
SHP-005374,2026-01-14,BlueLine Transport,SO-006218,CUST-0107,10747,5374,12435,ACT-0020,200,13.0,626.2
SHP-005374,2026-01-14,BlueLine Transport,SO-006218,CUST-0107,10748,5374,12436,ACT-0031,100,22.0,2523.05
SHP-006842,2026-01-14,Midwest Freight,SO-007917,CUST-0190,13683,6842,15833,DRV-0029,100,4.0,1617.15
SHP-006842,2026-01-14,Midwest Freight,SO-007917,CUST-0190,13684,6842,15834,DRV-0040,200,9.0,218.97
SHP-007415,2026-01-14,BlueLine Transport,SO-008578,CUST-0147,14829,7415,17155,DRV-0020,200,22.0,956.8
SHP-007415,2026-01-14,BlueLine Transport,SO-008578,CUST-0147,14830,7415,17156,DRV-0031,100,33.0,1392.98
SHP-000378,2026-01-15,Roadstar Logistics,SO-000432,CUST-0145,755,378,863,CTL-0034,300,55.0,1946.56
SHP-000378,2026-01-15,Roadstar Logistics,SO-000432,CUST-0145,756,378,864,DRV-0005,100,2.0,1162.73
SHP-001273,2026-01-15,BlueLine Transport,SO-001470,CUST-0031,2545,1273,2939,AFT-0022,100,4.0,225.36
SHP-001273,2026-01-15,BlueLine Transport,SO-001470,CUST-0031,2546,1273,2940,AFT-0033,300,9.0,997.68
SHP-001845,2026-01-15,ParcelPro,SO-002131,CUST-0228,3689,1845,4261,AFT-0013,100,22.0,2946.6
SHP-001845,2026-01-15,ParcelPro,SO-002131,CUST-0228,3690,1845,4262,AFT-0024,300,33.0,584.52
SHP-002413,2026-01-15,Roadstar Logistics,SO-002792,CUST-0185,4825,2413,5583,AFT-0004,100,2.0,2143.65
SHP-002413,2026-01-15,Roadstar Logistics,SO-002792,CUST-0185,4826,2413,5584,AFT-0015,300,4.0,1124.21
SHP-003312,2026-01-15,BlueLine Transport,SO-003830,CUST-0071,6623,3312,7659,SYS-0022,300,9.0,4965.2
SHP-003312,2026-01-15,BlueLine Transport,SO-003830,CUST-0071,6624,3312,7660,ACT-0003,100,13.0,1998.31
SHP-003500,2026-01-15,Roadstar Logistics,SO-004048,CUST-0177,6999,3500,8095,SYS-0030,300,13.0,3308.83
SHP-003500,2026-01-15,Roadstar Logistics,SO-004048,CUST-0177,7000,3500,8096,ACT-0011,100,22.0,416.59
SHP-004396,2026-01-15,BlueLine Transport,SO-005086,CUST-0063,8791,4396,10171,DRV-0018,200,33.0,1468.74
SHP-004396,2026-01-15,BlueLine Transport,SO-005086,CUST-0063,8792,4396,10172,DRV-0029,100,55.0,1617.15
SHP-004967,2026-01-15,ParcelPro,SO-005747,CUST-0020,9933,4967,11493,DRV-0009,100,4.0,304.81
SHP-004967,2026-01-15,ParcelPro,SO-005747,CUST-0020,9934,4967,11494,DRV-0020,200,9.0,956.8
SHP-005539,2026-01-15,Roadstar Logistics,SO-006408,CUST-0217,11077,5539,12815,CTL-0040,300,22.0,3693.39
SHP-005539,2026-01-15,Roadstar Logistics,SO-006408,CUST-0217,11078,5539,12816,DRV-0011,100,33.0,823.38
SHP-007006,2026-01-15,ParcelPro,SO-008107,CUST-0060,14011,7006,16213,AFT-0019,100,9.0,769.7
SHP-007006,2026-01-15,ParcelPro,SO-008107,CUST-0060,14012,7006,16214,AFT-0030,300,13.0,342.02
SHP-008093,2026-01-15,ParcelPro,SO-009363,CUST-0052,16185,8093,18725,ACT-0015,100,33.0,1074.85
SHP-008093,2026-01-15,ParcelPro,SO-009363,CUST-0052,16186,8093,18726,ACT-0026,200,55.0,1654.16
SHP-000867,2026-01-16,ParcelPro,SO-000999,CUST-0184,1733,867,1997,SYS-0011,100,55.0,1020.49
SHP-000867,2026-01-16,ParcelPro,SO-000999,CUST-0184,1734,867,1998,SYS-0022,300,2.0,4965.2
SHP-001436,2026-01-16,Roadstar Logistics,SO-001660,CUST-0141,2871,1436,3319,SYS-0002,300,9.0,1223.7
SHP-001436,2026-01-16,Roadstar Logistics,SO-001660,CUST-0141,2872,1436,3320,SYS-0013,100,13.0,871.78
SHP-002521,2026-01-16,Roadstar Logistics,SO-002916,CUST-0133,5041,2521,5831,CTL-0038,300,33.0,1627.96
SHP-002521,2026-01-16,Roadstar Logistics,SO-002916,CUST-0133,5042,2521,5832,DRV-0009,100,55.0,304.81
SHP-003094,2026-01-16,Midwest Freight,SO-003577,CUST-0090,6187,3094,7153,CTL-0029,300,4.0,746.13
SHP-003094,2026-01-16,Midwest Freight,SO-003577,CUST-0090,6188,3094,7154,CTL-0040,300,9.0,3693.39
SHP-003990,2026-01-16,ParcelPro,SO-004615,CUST-0216,7979,3990,9229,AFT-0017,100,13.0,1705.89
SHP-003990,2026-01-16,ParcelPro,SO-004615,CUST-0216,7980,3990,9230,AFT-0028,100,22.0,349.76
SHP-004561,2026-01-16,Roadstar Logistics,SO-005276,CUST-0173,9121,4561,10551,AFT-0008,100,55.0,242.31
SHP-004561,2026-01-16,Roadstar Logistics,SO-005276,CUST-0173,9122,4561,10552,AFT-0019,100,2.0,769.7
SHP-005130,2026-01-16,Midwest Freight,SO-005937,CUST-0130,10259,5130,11873,ACT-0059,100,9.0,860.8
SHP-005130,2026-01-16,Midwest Freight,SO-005937,CUST-0130,10260,5130,11874,AFT-0010,100,13.0,221.83
SHP-006028,2026-01-16,ParcelPro,SO-006975,CUST-0016,12055,6028,13949,SYS-0017,100,22.0,2870.14
SHP-006028,2026-01-16,ParcelPro,SO-006975,CUST-0016,12056,6028,13950,SYS-0028,300,33.0,2113.15
SHP-006218,2026-01-16,Midwest Freight,SO-007193,CUST-0122,12435,6218,14385,SYS-0025,100,33.0,523.8
SHP-006218,2026-01-16,Midwest Freight,SO-007193,CUST-0122,12436,6218,14386,ACT-0006,200,55.0,521.36
SHP-007114,2026-01-16,ParcelPro,SO-008231,CUST-0008,14227,7114,16461,DRV-0013,100,2.0,534.23
SHP-007114,2026-01-16,ParcelPro,SO-008231,CUST-0008,14228,7114,16462,DRV-0024,200,4.0,1625.62
SHP-007685,2026-01-16,Roadstar Logistics,SO-008892,CUST-0205,15369,7685,17783,DRV-0004,200,13.0,766.25
SHP-007685,2026-01-16,Roadstar Logistics,SO-008892,CUST-0205,15370,7685,17784,DRV-0015,100,22.0,1233.73
SHP-008259,2026-01-16,Midwest Freight,SO-009553,CUST-0162,16517,8259,19105,CTL-0035,300,55.0,3084.65
SHP-008259,2026-01-16,Midwest Freight,SO-009553,CUST-0162,16518,8259,19106,DRV-0006,200,2.0,1777.77
SHP-000648,2026-01-17,BlueLine Transport,SO-000746,CUST-0203,1295,648,1491,CTL-0018,300,33.0,685.06
SHP-000648,2026-01-17,BlueLine Transport,SO-000746,CUST-0203,1296,648,1492,CTL-0029,300,55.0,746.13
SHP-002116,2026-01-17,Midwest Freight,SO-002445,CUST-0046,4231,2116,4889,ACT-0057,100,13.0,2621.51
SHP-002116,2026-01-17,Midwest Freight,SO-002445,CUST-0046,4232,2116,4890,AFT-0008,100,22.0,242.31
SHP-002686,2026-01-17,BlueLine Transport,SO-003106,CUST-0003,5371,2686,6211,ACT-0048,200,55.0,383.41
SHP-002686,2026-01-17,BlueLine Transport,SO-003106,CUST-0003,5372,2686,6212,ACT-0059,100,2.0,860.8
SHP-004154,2026-01-17,Midwest Freight,SO-004805,CUST-0086,8307,4154,9609,DRV-0057,100,22.0,3870.18
SHP-004154,2026-01-17,Midwest Freight,SO-004805,CUST-0086,8308,4154,9610,SYS-0008,300,33.0,218.0
SHP-005238,2026-01-17,Midwest Freight,SO-006061,CUST-0078,10475,5238,12121,CTL-0033,300,2.0,3676.55
SHP-005238,2026-01-17,Midwest Freight,SO-006061,CUST-0078,10476,5238,12122,DRV-0004,200,4.0,766.25
SHP-005811,2026-01-17,BlueLine Transport,SO-006722,CUST-0035,11621,5811,13443,CTL-0024,300,13.0,782.21
SHP-005811,2026-01-17,BlueLine Transport,SO-006722,CUST-0035,11622,5811,13444,CTL-0035,300,22.0,3084.65
SHP-007279,2026-01-17,Midwest Freight,SO-008421,CUST-0118,14557,7279,16841,AFT-0003,300,4.0,4514.04
SHP-007279,2026-01-17,Midwest Freight,SO-008421,CUST-0118,14558,7279,16842,AFT-0014,100,9.0,936.0
SHP-007849,2026-01-17,BlueLine Transport,SO-009082,CUST-0075,15697,7849,18163,ACT-0054,200,22.0,3824.58
SHP-007849,2026-01-17,BlueLine Transport,SO-009082,CUST-0075,15698,7849,18164,AFT-0005,100,33.0,2334.92
SHP-000240,2026-01-18,ParcelPro,SO-000275,CUST-0116,479,240,549,ACT-0037,100,13.0,3791.36
SHP-000240,2026-01-18,ParcelPro,SO-000275,CUST-0116,480,240,550,ACT-0048,200,22.0,383.41
SHP-000813,2026-01-18,Roadstar Logistics,SO-000936,CUST-0073,1625,813,1871,ACT-0028,200,55.0,213.58
SHP-000813,2026-01-18,Roadstar Logistics,SO-000936,CUST-0073,1626,813,1872,ACT-0039,100,2.0,759.88
SHP-001709,2026-01-18,BlueLine Transport,SO-001974,CUST-0199,3417,1709,3947,DRV-0046,200,4.0,877.32
SHP-001709,2026-01-18,BlueLine Transport,SO-001974,CUST-0199,3418,1709,3948,DRV-0057,100,9.0,3870.18
SHP-003366,2026-01-18,ParcelPro,SO-003891,CUST-0148,6731,3366,7781,CTL-0013,300,2.0,269.64
SHP-003366,2026-01-18,ParcelPro,SO-003891,CUST-0148,6732,3366,7782,CTL-0024,300,4.0,782.21
SHP-003935,2026-01-18,Roadstar Logistics,SO-004552,CUST-0105,7869,3935,9103,CTL-0004,300,13.0,1388.28
SHP-003935,2026-01-18,Roadstar Logistics,SO-004552,CUST-0105,7870,3935,9104,CTL-0015,300,22.0,505.32
SHP-004833,2026-01-18,BlueLine Transport,SO-005590,CUST-0231,9665,4833,11179,ACT-0052,200,33.0,646.56
SHP-004833,2026-01-18,BlueLine Transport,SO-005590,CUST-0231,9666,4833,11180,AFT-0003,300,55.0,4514.04
SHP-005402,2026-01-18,ParcelPro,SO-006251,CUST-0188,10803,5402,12501,ACT-0043,100,4.0,499.75
SHP-005402,2026-01-18,ParcelPro,SO-006251,CUST-0188,10804,5402,12502,ACT-0054,200,9.0,3824.58
SHP-005974,2026-01-18,Roadstar Logistics,SO-006912,CUST-0145,11947,5974,13823,ACT-0034,200,22.0,338.7
SHP-005974,2026-01-18,Roadstar Logistics,SO-006912,CUST-0145,11948,5974,13824,ACT-0045,100,33.0,311.98
SHP-006871,2026-01-18,BlueLine Transport,SO-007950,CUST-0031,13741,6871,15899,DRV-0052,200,55.0,1298.13
SHP-006871,2026-01-18,BlueLine Transport,SO-007950,CUST-0031,13742,6871,15900,SYS-0003,100,2.0,789.98
SHP-007060,2026-01-18,Roadstar Logistics,SO-008168,CUST-0137,14119,7060,16335,DRV-0060,200,2.0,373.77
SHP-007060,2026-01-18,Roadstar Logistics,SO-008168,CUST-0137,14120,7060,16336,SYS-0011,100,4.0,1020.49
SHP-007957,2026-01-18,BlueLine Transport,SO-009206,CUST-0023,15913,7957,18411,CTL-0028,300,9.0,2359.35
SHP-007957,2026-01-18,BlueLine Transport,SO-009206,CUST-0023,15914,7957,18412,CTL-0039,300,13.0,1883.77
SHP-008531,2026-01-18,ParcelPro,SO-009867,CUST-0220,17061,8531,19733,CTL-0019,300,33.0,1008.86
SHP-008531,2026-01-18,ParcelPro,SO-009867,CUST-0220,17062,8531,19734,CTL-0030,300,55.0,2928.54
SHP-000405,2026-01-19,Midwest Freight,SO-000465,CUST-0226,809,405,929,DRV-0017,100,22.0,777.04
SHP-000405,2026-01-19,Midwest Freight,SO-000465,CUST-0226,810,405,930,DRV-0028,200,33.0,2358.69
SHP-001301,2026-01-19,ParcelPro,SO-001503,CUST-0112,2601,1301,3005,AFT-0045,300,55.0,1273.82
SHP-001301,2026-01-19,ParcelPro,SO-001503,CUST-0112,2602,1301,3006,AFT-0056,100,2.0,386.1
SHP-001490,2026-01-19,Midwest Freight,SO-001721,CUST-0218,2979,1490,3441,AFT-0053,100,2.0,484.99
SHP-001490,2026-01-19,Midwest Freight,SO-001721,CUST-0218,2980,1490,3442,CTL-0004,300,4.0,1388.28
SHP-002386,2026-01-19,ParcelPro,SO-002759,CUST-0104,4771,2386,5517,ACT-0041,100,9.0,443.53
SHP-002386,2026-01-19,ParcelPro,SO-002759,CUST-0104,4772,2386,5518,ACT-0052,200,13.0,646.56
SHP-002957,2026-01-19,Roadstar Logistics,SO-003420,CUST-0061,5913,2957,6839,ACT-0032,200,33.0,232.68
SHP-002957,2026-01-19,Roadstar Logistics,SO-003420,CUST-0061,5914,2957,6840,ACT-0043,100,55.0,499.75
SHP-003530,2026-01-19,Midwest Freight,SO-004081,CUST-0018,7059,3530,8161,ACT-0023,100,4.0,2312.23
SHP-003530,2026-01-19,Midwest Freight,SO-004081,CUST-0018,7060,3530,8162,ACT-0034,200,9.0,338.7
SHP-004424,2026-01-19,ParcelPro,SO-005119,CUST-0144,8847,4424,10237,DRV-0041,100,13.0,271.46
SHP-004424,2026-01-19,ParcelPro,SO-005119,CUST-0144,8848,4424,10238,DRV-0052,200,22.0,1298.13
SHP-006083,2026-01-19,Roadstar Logistics,SO-007036,CUST-0093,12165,6083,14071,CTL-0008,300,9.0,710.8
SHP-006083,2026-01-19,Roadstar Logistics,SO-007036,CUST-0093,12166,6083,14072,CTL-0019,300,13.0,1008.86
SHP-006654,2026-01-19,Midwest Freight,SO-007697,CUST-0050,13307,6654,15393,AFT-0059,100,33.0,270.09
SHP-006654,2026-01-19,Midwest Freight,SO-007697,CUST-0050,13308,6654,15394,CTL-0010,300,55.0,2841.49
SHP-007551,2026-01-19,ParcelPro,SO-008735,CUST-0176,15101,7551,17469,ACT-0047,100,2.0,766.28
SHP-007551,2026-01-19,ParcelPro,SO-008735,CUST-0176,15102,7551,17470,ACT-0058,200,4.0,360.61
SHP-008121,2026-01-19,Roadstar Logistics,SO-009396,CUST-0133,16241,8121,18791,ACT-0038,200,13.0,422.98
SHP-008121,2026-01-19,Roadstar Logistics,SO-009396,CUST-0133,16242,8121,18792,ACT-0049,100,22.0,830.3
SHP-000512,2026-01-20,Midwest Freight,SO-000589,CUST-0174,1023,512,1177,ACT-0021,100,9.0,928.12
SHP-000512,2026-01-20,Midwest Freight,SO-000589,CUST-0174,1024,512,1178,ACT-0032,200,13.0,232.68
SHP-001084,2026-01-20,BlueLine Transport,SO-001250,CUST-0131,2167,1084,2499,ACT-0012,200,33.0,310.47
SHP-001084,2026-01-20,BlueLine Transport,SO-001250,CUST-0131,2168,1084,2500,ACT-0023,100,55.0,2312.23
SHP-002550,2026-01-20,Midwest Freight,SO-002949,CUST-0214,5099,2550,5897,DRV-0021,100,13.0,1026.04
SHP-002550,2026-01-20,Midwest Freight,SO-002949,CUST-0214,5100,2550,5898,DRV-0032,200,22.0,242.87
SHP-003121,2026-01-20,BlueLine Transport,SO-003610,CUST-0171,6241,3121,7219,DRV-0012,200,55.0,236.26
SHP-003121,2026-01-20,BlueLine Transport,SO-003610,CUST-0171,6242,3121,7220,DRV-0023,100,2.0,1456.75
SHP-004207,2026-01-20,BlueLine Transport,SO-004866,CUST-0163,8413,4207,9731,AFT-0048,300,9.0,2594.19
SHP-004207,2026-01-20,BlueLine Transport,SO-004866,CUST-0163,8414,4207,9732,AFT-0059,100,13.0,270.09
SHP-005674,2026-01-20,Midwest Freight,SO-006565,CUST-0006,11347,5674,13129,ACT-0027,100,2.0,2777.79
SHP-005674,2026-01-20,Midwest Freight,SO-006565,CUST-0006,11348,5674,13130,ACT-0038,200,4.0,422.98
SHP-006246,2026-01-20,BlueLine Transport,SO-007226,CUST-0203,12491,6246,14451,ACT-0018,200,13.0,1053.86
SHP-006246,2026-01-20,BlueLine Transport,SO-007226,CUST-0203,12492,6246,14452,ACT-0029,100,22.0,923.26
SHP-000105,2026-01-21,BlueLine Transport,SO-000118,CUST-0087,209,105,235,DRV-0010,200,2.0,364.42
SHP-000105,2026-01-21,BlueLine Transport,SO-000118,CUST-0087,210,105,236,DRV-0021,100,4.0,1026.04
SHP-000678,2026-01-21,ParcelPro,SO-000779,CUST-0044,1355,678,1557,DRV-0001,100,13.0,1077.99
SHP-000678,2026-01-21,ParcelPro,SO-000779,CUST-0044,1356,678,1558,DRV-0012,200,22.0,236.26
SHP-001246,2026-01-21,Roadstar Logistics,SO-001440,CUST-0001,2491,1246,2879,CTL-0032,300,55.0,1947.94
SHP-001246,2026-01-21,Roadstar Logistics,SO-001440,CUST-0001,2492,1246,2880,DRV-0003,100,2.0,1969.66
SHP-002144,2026-01-21,BlueLine Transport,SO-002478,CUST-0127,4287,2144,4955,AFT-0020,100,4.0,783.79
SHP-002144,2026-01-21,BlueLine Transport,SO-002478,CUST-0127,4288,2144,4956,AFT-0031,100,9.0,310.16
SHP-002330,2026-01-21,Roadstar Logistics,SO-002696,CUST-0233,4659,2330,5391,AFT-0028,100,9.0,349.76
SHP-002330,2026-01-21,Roadstar Logistics,SO-002696,CUST-0233,4660,2330,5392,AFT-0039,300,13.0,8553.4
SHP-003230,2026-01-21,BlueLine Transport,SO-003734,CUST-0119,6459,3230,7467,ACT-0016,200,22.0,217.24
SHP-003230,2026-01-21,BlueLine Transport,SO-003734,CUST-0119,6460,3230,7468,ACT-0027,100,33.0,2777.79
SHP-003801,2026-01-21,ParcelPro,SO-004395,CUST-0076,7601,3801,8789,ACT-0007,100,2.0,2766.72
SHP-003801,2026-01-21,ParcelPro,SO-004395,CUST-0076,7602,3801,8790,ACT-0018,200,4.0,1053.86
SHP-004371,2026-01-21,Roadstar Logistics,SO-005056,CUST-0033,8741,4371,10111,SYS-0028,300,13.0,2113.15
SHP-004371,2026-01-21,Roadstar Logistics,SO-005056,CUST-0033,8742,4371,10112,ACT-0009,100,22.0,364.09
SHP-005266,2026-01-21,BlueLine Transport,SO-006094,CUST-0159,10531,5266,12187,DRV-0016,200,33.0,381.8
SHP-005266,2026-01-21,BlueLine Transport,SO-006094,CUST-0159,10532,5266,12188,DRV-0027,100,55.0,1168.75
SHP-005839,2026-01-21,ParcelPro,SO-006755,CUST-0116,11677,5839,13509,DRV-0007,100,4.0,1355.9
SHP-005839,2026-01-21,ParcelPro,SO-006755,CUST-0116,11678,5839,13510,DRV-0018,200,9.0,1468.74
SHP-006925,2026-01-21,ParcelPro,SO-008011,CUST-0108,13849,6925,16021,AFT-0043,100,22.0,701.72
SHP-006925,2026-01-21,ParcelPro,SO-008011,CUST-0108,13850,6925,16022,AFT-0054,300,33.0,278.7
SHP-007496,2026-01-21,Roadstar Logistics,SO-008672,CUST-0065,14991,7496,17343,AFT-0034,100,2.0,501.15
SHP-007496,2026-01-21,Roadstar Logistics,SO-008672,CUST-0065,14992,7496,17344,AFT-0045,300,4.0,1273.82
SHP-008394,2026-01-21,BlueLine Transport,SO-009710,CUST-0191,16787,8394,19419,ACT-0022,200,9.0,990.4
SHP-008394,2026-01-21,BlueLine Transport,SO-009710,CUST-0191,16788,8394,19420,ACT-0033,100,13.0,1322.16
SHP-000267,2026-01-22,Roadstar Logistics,SO-000308,CUST-0197,533,267,615,ACT-0060,200,4.0,218.01
SHP-000267,2026-01-22,Roadstar Logistics,SO-000308,CUST-0197,534,267,616,AFT-0011,100,9.0,459.76
SHP-001927,2026-01-22,Midwest Freight,SO-002225,CUST-0146,3853,1927,4449,SYS-0017,100,2.0,2870.14
SHP-001927,2026-01-22,Midwest Freight,SO-002225,CUST-0146,3854,1927,4450,SYS-0028,300,4.0,2113.15
SHP-002822,2026-01-22,ParcelPro,SO-003263,CUST-0032,5643,2822,6525,DRV-0005,100,9.0,1162.73
SHP-002822,2026-01-22,ParcelPro,SO-003263,CUST-0032,5644,2822,6526,DRV-0016,200,13.0,381.8
SHP-003393,2026-01-22,Roadstar Logistics,SO-003924,CUST-0229,6785,3393,7847,CTL-0036,300,33.0,3755.26
SHP-003393,2026-01-22,Roadstar Logistics,SO-003924,CUST-0229,6786,3393,7848,DRV-0007,100,55.0,1355.9
SHP-003963,2026-01-22,Midwest Freight,SO-004585,CUST-0186,7925,3963,9169,CTL-0027,300,4.0,1052.17
SHP-003963,2026-01-22,Midwest Freight,SO-004585,CUST-0186,7926,3963,9170,CTL-0038,300,9.0,1627.96
SHP-005049,2026-01-22,Midwest Freight,SO-005841,CUST-0178,10097,5049,11681,AFT-0023,100,22.0,273.18
SHP-005049,2026-01-22,Midwest Freight,SO-005841,CUST-0178,10098,5049,11682,AFT-0034,100,33.0,501.15
SHP-005946,2026-01-22,ParcelPro,SO-006879,CUST-0064,11891,5946,13757,ACT-0011,100,55.0,416.59
