order_number,customer_id,promised_ship_date,id,sales_order_id,line_number,item_id,site_code,order_quantity,shipped_quantity,unit_price,discount_percent,standard_unit_cost,status
SO-008364,CUST-0109,2026-07-24,16728,8364,20,ACT-0057,100,4.0,0.0,4033.09,0.0,2621.51,Open
SO-009025,CUST-0066,2026-07-24,18049,9025,10,ACT-0037,100,13.0,0.0,6174.85,0.0,3791.36,Open
SO-009025,CUST-0066,2026-07-24,18050,9025,20,ACT-0048,200,22.0,0.0,540.01,0.02,383.41,Open
SO-000218,CUST-0107,2026-07-25,435,218,10,ACT-0020,200,9.0,0.0,929.08,0.05,626.2,Open
SO-000218,CUST-0107,2026-07-25,436,218,20,ACT-0031,100,13.0,0.0,3811.25,0.0,2523.05,Open
SO-001917,CUST-0190,2026-07-25,3833,1917,10,DRV-0029,100,2.0,0.0,2316.83,0.035,1617.15,Open
SO-001917,CUST-0190,2026-07-25,3834,1917,20,DRV-0040,200,4.0,0.0,319.2,0.05,218.97,Open
SO-002578,CUST-0147,2026-07-25,5155,2578,10,DRV-0020,200,13.0,0.0,1472.0,0.05,956.8,Open
SO-002578,CUST-0147,2026-07-25,5156,2578,20,DRV-0031,100,22.0,0.0,2183.35,0.0,1392.98,Open
SO-005533,CUST-0222,2026-07-25,11065,5533,10,ACT-0035,100,22.0,0.0,3198.47,0.05,1963.86,Open
SO-005533,CUST-0222,2026-07-25,11066,5533,20,ACT-0046,200,33.0,0.0,765.34,0.0,543.39,Open
SO-006194,CUST-0179,2026-07-25,12387,6194,10,ACT-0026,200,2.0,0.0,2454.24,0.0,1654.16,Open
SO-006194,CUST-0179,2026-07-25,12388,6194,20,ACT-0037,100,4.0,0.0,5727.13,0.0,3791.36,Open
SO-007893,CUST-0022,2026-07-25,15785,7893,10,DRV-0035,100,33.0,0.0,1295.3,0.05,904.12,Open
SO-007893,CUST-0022,2026-07-25,15786,7893,20,DRV-0046,200,55.0,0.0,1278.89,0.0,877.32,Open
SO-009149,CUST-0014,2026-07-25,18297,9149,10,CTL-0011,300,4.0,0.0,4462.26,0.0,2846.92,Open
SO-009149,CUST-0014,2026-07-25,18298,9149,20,CTL-0022,300,9.0,0.0,3306.9,0.0,2070.12,Open
SO-009810,CUST-0211,2026-07-25,19619,9810,10,CTL-0002,300,22.0,0.0,1575.24,0.0,1099.52,Open
SO-009810,CUST-0211,2026-07-25,19620,9810,20,CTL-0013,300,33.0,0.0,393.06,0.02,269.64,Open
SO-000408,CUST-0217,2026-07-26,815,408,10,CTL-0040,300,13.0,0.0,5579.14,0.05,3693.39,Open
SO-000408,CUST-0217,2026-07-26,816,408,20,DRV-0011,100,22.0,0.0,1266.74,0.0,823.38,Open
SO-001446,CUST-0103,2026-07-26,2891,1446,10,AFT-0028,100,33.0,0.0,558.72,0.02,349.76,Open
SO-001446,CUST-0103,2026-07-26,2892,1446,20,AFT-0039,300,55.0,0.0,13930.62,0.035,8553.4,Open
SO-002107,CUST-0060,2026-07-26,4213,2107,10,AFT-0019,100,4.0,0.0,1122.01,0.035,769.7,Open
SO-002107,CUST-0060,2026-07-26,4214,2107,20,AFT-0030,300,9.0,0.0,507.45,0.05,342.02,Open
SO-003363,CUST-0052,2026-07-26,6725,3363,10,ACT-0015,100,22.0,0.0,1717.01,0.05,1074.85,Open
SO-003363,CUST-0052,2026-07-26,6726,3363,20,ACT-0026,200,33.0,0.0,2694.07,0.0,1654.16,Open
SO-004024,CUST-0009,2026-07-26,8047,4024,10,ACT-0006,200,2.0,0.0,760.0,0.0,521.36,Open
SO-004024,CUST-0009,2026-07-26,8048,4024,20,ACT-0017,100,4.0,0.0,938.5,0.0,632.55,Open
SO-005062,CUST-0135,2026-07-26,10123,5062,10,DRV-0024,200,9.0,0.0,2500.95,0.035,1625.62,Open
SO-005062,CUST-0135,2026-07-26,10124,5062,20,DRV-0035,100,13.0,0.0,1417.12,0.05,904.12,Open
SO-005723,CUST-0092,2026-07-26,11445,5723,10,DRV-0015,100,33.0,0.0,1737.65,0.05,1233.73,Open
SO-005723,CUST-0092,2026-07-26,11446,5723,20,DRV-0026,200,55.0,0.0,915.16,0.0,638.78,Open
SO-007640,CUST-0041,2026-07-26,15279,7640,10,AFT-0042,300,22.0,0.0,421.45,0.0,299.23,Open
SO-007640,CUST-0041,2026-07-26,15280,7640,20,AFT-0053,100,33.0,0.0,694.83,0.02,484.99,Open
SO-008678,CUST-0167,2026-07-26,17355,8678,10,ACT-0030,200,55.0,0.0,658.41,0.05,443.77,Open
SO-008678,CUST-0167,2026-07-26,17356,8678,20,ACT-0041,100,2.0,0.0,669.98,0.0,443.53,Open
SO-009339,CUST-0124,2026-07-26,18677,9339,10,ACT-0021,100,9.0,0.0,1482.62,0.0,928.12,Open
SO-009339,CUST-0124,2026-07-26,18678,9339,20,ACT-0032,200,13.0,0.0,378.96,0.0,232.68,Open
SO-010000,CUST-0081,2026-07-26,19999,10000,10,ACT-0012,200,33.0,0.0,452.58,0.0,310.47,Open
SO-010000,CUST-0081,2026-07-26,20000,10000,20,ACT-0023,100,55.0,0.0,3430.61,0.02,2312.23,Open
SO-001193,CUST-0122,2026-07-27,2385,1193,10,SYS-0025,100,22.0,0.0,821.0,0.05,523.8,Open
SO-001193,CUST-0122,2026-07-27,2386,1193,20,ACT-0006,200,33.0,0.0,832.84,0.0,521.36,Open
SO-002231,CUST-0008,2026-07-27,4461,2231,10,DRV-0013,100,55.0,0.0,752.44,0.02,534.23,Open
SO-002231,CUST-0008,2026-07-27,4462,2231,20,DRV-0024,200,2.0,0.0,2328.97,0.035,1625.62,Open
SO-002892,CUST-0205,2026-07-27,5783,2892,10,DRV-0004,200,9.0,0.0,1157.48,0.035,766.25,Open
SO-002892,CUST-0205,2026-07-27,5784,2892,20,DRV-0015,100,13.0,0.0,1898.05,0.05,1233.73,Open
SO-003553,CUST-0162,2026-07-27,7105,3553,10,CTL-0035,300,33.0,0.0,5023.86,0.05,3084.65,Open
SO-003553,CUST-0162,2026-07-27,7106,3553,20,DRV-0006,200,55.0,0.0,2503.9,0.0,1777.77,Open
SO-004591,CUST-0048,2026-07-27,9181,4591,10,AFT-0023,100,2.0,0.0,398.22,0.02,273.18,Open
SO-004591,CUST-0048,2026-07-27,9182,4591,20,AFT-0034,100,4.0,0.0,743.55,0.035,501.15,Open
SO-005847,CUST-0040,2026-07-27,11693,5847,10,ACT-0019,100,13.0,0.0,1995.3,0.035,1249.06,Open
SO-005847,CUST-0040,2026-07-27,11694,5847,20,ACT-0030,200,22.0,0.0,722.75,0.05,443.77,Open
SO-006508,CUST-0237,2026-07-27,13015,6508,10,ACT-0010,200,55.0,0.0,3255.64,0.05,2233.37,Open
SO-006508,CUST-0237,2026-07-27,13016,6508,20,ACT-0021,100,2.0,0.0,1377.03,0.0,928.12,Open
SO-007169,CUST-0194,2026-07-27,14337,7169,10,ACT-0001,100,9.0,0.0,3722.81,0.0,2375.15,Open
SO-007169,CUST-0194,2026-07-27,14338,7169,20,ACT-0012,200,13.0,0.0,495.96,0.0,310.47,Open
SO-008207,CUST-0080,2026-07-27,16413,8207,10,DRV-0019,100,22.0,0.0,1978.3,0.035,1404.59,Open
SO-008207,CUST-0080,2026-07-27,16414,8207,20,DRV-0030,200,33.0,0.0,641.45,0.05,447.73,Open
SO-008868,CUST-0037,2026-07-27,17735,8868,10,DRV-0010,200,2.0,0.0,550.48,0.05,364.42,Open
SO-008868,CUST-0037,2026-07-27,17736,8868,20,DRV-0021,100,4.0,0.0,1578.52,0.0,1026.04,Open
SO-000061,CUST-0078,2026-07-28,121,61,10,CTL-0033,300,55.0,0.0,5987.87,0.02,3676.55,Open
SO-000061,CUST-0078,2026-07-28,122,61,20,DRV-0004,200,2.0,0.0,1079.23,0.035,766.25,Open
SO-000722,CUST-0035,2026-07-28,1443,722,10,CTL-0024,300,9.0,0.0,1160.55,0.035,782.21,Open
SO-000722,CUST-0035,2026-07-28,1444,722,20,CTL-0035,300,13.0,0.0,4659.59,0.05,3084.65,Open
SO-002421,CUST-0118,2026-07-28,4841,2421,10,AFT-0003,300,2.0,0.0,6467.11,0.02,4514.04,Open
SO-002421,CUST-0118,2026-07-28,4842,2421,20,AFT-0014,100,4.0,0.0,1364.43,0.035,936.0,Open
SO-004338,CUST-0067,2026-07-28,8675,4338,10,SYS-0020,300,55.0,0.0,5659.97,0.05,3950.66,Open
SO-004338,CUST-0067,2026-07-28,8676,4338,20,ACT-0001,100,2.0,0.0,3462.32,0.0,2375.15,Open
SO-006037,CUST-0150,2026-07-28,12073,6037,10,CTL-0039,300,22.0,0.0,3068.03,0.035,1883.77,Open
SO-006037,CUST-0150,2026-07-28,12074,6037,20,DRV-0010,200,33.0,0.0,513.27,0.05,364.42,Open
SO-006698,CUST-0107,2026-07-28,13395,6698,10,CTL-0030,300,2.0,0.0,4345.01,0.05,2928.54,Open
SO-006698,CUST-0107,2026-07-28,13396,6698,20,DRV-0001,100,4.0,0.0,1628.38,0.0,1077.99,Open
SO-009653,CUST-0182,2026-07-28,19305,9653,10,ACT-0005,100,4.0,0.0,1236.94,0.05,789.17,Open
SO-009653,CUST-0182,2026-07-28,19306,9653,20,ACT-0016,200,9.0,0.0,347.03,0.0,217.24,Open
SO-000251,CUST-0188,2026-07-29,501,251,10,ACT-0043,100,2.0,0.0,703.87,0.02,499.75,Open
SO-000251,CUST-0188,2026-07-29,502,251,20,ACT-0054,200,4.0,0.0,5479.34,0.035,3824.58,Open
SO-002168,CUST-0137,2026-07-29,4335,2168,10,DRV-0060,200,55.0,0.0,526.44,0.05,373.77,Open
SO-002168,CUST-0137,2026-07-29,4336,2168,20,SYS-0011,100,2.0,0.0,1462.02,0.0,1020.49,Open
SO-003206,CUST-0023,2026-07-29,6411,3206,10,CTL-0028,300,4.0,0.0,3500.52,0.02,2359.35,Open
SO-003206,CUST-0023,2026-07-29,6412,3206,20,CTL-0039,300,9.0,0.0,2845.57,0.035,1883.77,Open
SO-003867,CUST-0220,2026-07-29,7733,3867,10,CTL-0019,300,22.0,0.0,1611.6,0.035,1008.86,Open
SO-003867,CUST-0220,2026-07-29,7734,3867,20,CTL-0030,300,33.0,0.0,4769.61,0.05,2928.54,Open
SO-004528,CUST-0177,2026-07-29,9055,4528,10,CTL-0010,300,2.0,0.0,4142.11,0.05,2841.49,Open
SO-004528,CUST-0177,2026-07-29,9056,4528,20,CTL-0021,300,4.0,0.0,1260.01,0.0,849.25,Open
SO-005566,CUST-0063,2026-07-29,11131,5566,10,ACT-0058,200,9.0,0.0,554.78,0.02,360.61,Open
SO-005566,CUST-0063,2026-07-29,11132,5566,20,AFT-0009,300,13.0,0.0,976.11,0.035,622.76,Open
SO-006822,CUST-0055,2026-07-29,13643,6822,10,SYS-0024,300,33.0,0.0,8228.42,0.035,5743.44,Open
SO-006822,CUST-0055,2026-07-29,13644,6822,20,ACT-0005,100,55.0,0.0,1150.39,0.05,789.17,Open
SO-007483,CUST-0012,2026-07-29,14965,7483,10,SYS-0015,100,4.0,0.0,8465.48,0.05,5502.56,Open
SO-007483,CUST-0012,2026-07-29,14966,7483,20,SYS-0026,300,9.0,0.0,2197.04,0.0,1401.71,Open
SO-008144,CUST-0209,2026-07-29,16287,8144,10,SYS-0006,300,22.0,0.0,614.94,0.0,436.61,Open
SO-008144,CUST-0209,2026-07-29,16288,8144,20,SYS-0017,100,33.0,0.0,4111.95,0.0,2870.14,Open
SO-009182,CUST-0095,2026-07-29,18363,9182,10,CTL-0034,300,55.0,0.0,2888.07,0.035,1946.56,Open
SO-009182,CUST-0095,2026-07-29,18364,9182,20,DRV-0005,100,2.0,0.0,1756.39,0.05,1162.73,Open
SO-009843,CUST-0052,2026-07-29,19685,9843,10,CTL-0025,300,9.0,0.0,1981.69,0.05,1240.54,Open
SO-009843,CUST-0052,2026-07-29,19686,9843,20,CTL-0036,300,13.0,0.0,6116.06,0.0,3755.26,Open
SO-001036,CUST-0093,2026-07-30,2071,1036,10,CTL-0008,300,4.0,0.0,1036.15,0.02,710.8,Open
SO-001036,CUST-0093,2026-07-30,2072,1036,20,CTL-0019,300,9.0,0.0,1496.82,0.035,1008.86,Open
SO-001697,CUST-0050,2026-07-30,3393,1697,10,AFT-0059,100,22.0,0.0,423.34,0.035,270.09,Open
SO-001697,CUST-0050,2026-07-30,3394,1697,20,CTL-0010,300,33.0,0.0,4539.12,0.05,2841.49,Open
SO-002735,CUST-0176,2026-07-30,5469,2735,10,ACT-0047,100,55.0,0.0,1079.27,0.0,766.28,Open
SO-002735,CUST-0176,2026-07-30,5470,2735,20,ACT-0058,200,2.0,0.0,516.63,0.02,360.61,Open
SO-003396,CUST-0133,2026-07-30,6791,3396,10,ACT-0038,200,9.0,0.0,638.94,0.02,422.98,Open
SO-003396,CUST-0133,2026-07-30,6792,3396,20,ACT-0049,100,13.0,0.0,1277.38,0.035,830.3,Open
SO-005313,CUST-0082,2026-07-30,10625,5313,10,DRV-0055,100,4.0,0.0,8157.75,0.05,5400.43,Open
SO-005313,CUST-0082,2026-07-30,10626,5313,20,SYS-0006,300,9.0,0.0,671.71,0.0,436.61,Open
SO-006351,CUST-0208,2026-07-30,12701,6351,10,CTL-0023,300,13.0,0.0,1985.83,0.02,1243.13,Open
SO-006351,CUST-0208,2026-07-30,12702,6351,20,CTL-0034,300,22.0,0.0,3170.29,0.035,1946.56,Open
SO-007012,CUST-0165,2026-07-30,14023,7012,10,CTL-0014,300,55.0,0.0,548.57,0.035,376.32,Open
SO-007012,CUST-0165,2026-07-30,14024,7012,20,CTL-0025,300,2.0,0.0,1840.56,0.05,1240.54,Open
SO-007673,CUST-0122,2026-07-30,15345,7673,10,CTL-0005,300,9.0,0.0,1669.22,0.05,1064.96,Open
SO-007673,CUST-0122,2026-07-30,15346,7673,20,CTL-0016,300,13.0,0.0,436.18,0.0,273.05,Open
SO-008711,CUST-0008,2026-07-30,17421,8711,10,ACT-0053,100,22.0,0.0,644.66,0.02,457.71,Open
SO-008711,CUST-0008,2026-07-30,17422,8711,20,AFT-0004,100,33.0,0.0,3071.13,0.035,2143.65,Open
SO-009967,CUST-0240,2026-07-30,19933,9967,10,SYS-0019,100,2.0,0.0,2766.35,0.035,1798.13,Open
SO-009967,CUST-0240,2026-07-30,19934,9967,20,SYS-0030,300,4.0,0.0,5186.25,0.05,3308.83,Open
SO-000565,CUST-0006,2026-07-31,1129,565,10,ACT-0027,100,55.0,0.0,4524.09,0.0,2777.79,Open
SO-000565,CUST-0006,2026-07-31,1130,565,20,ACT-0038,200,2.0,0.0,595.75,0.02,422.98,Open
SO-001226,CUST-0203,2026-07-31,2451,1226,10,ACT-0018,200,9.0,0.0,1563.59,0.02,1053.86,Open
SO-001226,CUST-0203,2026-07-31,2452,1226,20,ACT-0029,100,13.0,0.0,1394.65,0.035,923.26,Open
SO-004181,CUST-0038,2026-07-31,8361,4181,10,CTL-0003,300,13.0,0.0,2774.53,0.02,1770.15,Open
SO-004181,CUST-0038,2026-07-31,8362,4181,20,CTL-0014,300,22.0,0.0,601.15,0.035,376.32,Open
SO-004842,CUST-0235,2026-07-31,9683,4842,10,AFT-0054,300,55.0,0.0,399.28,0.035,278.7,Open
SO-004842,CUST-0235,2026-07-31,9684,4842,20,CTL-0005,300,2.0,0.0,1552.42,0.05,1064.96,Open
SO-006541,CUST-0078,2026-07-31,13081,6541,10,ACT-0033,100,22.0,0.0,2153.36,0.02,1322.16,Open
SO-006541,CUST-0078,2026-07-31,13082,6541,20,ACT-0044,200,33.0,0.0,269.2,0.035,191.13,Open
SO-007797,CUST-0070,2026-07-31,15593,7797,10,DRV-0059,100,2.0,0.0,6172.61,0.035,4086.27,Open
SO-007797,CUST-0070,2026-07-31,15594,7797,20,SYS-0010,300,4.0,0.0,1565.46,0.05,1017.55,Open
SO-008458,CUST-0027,2026-07-31,16915,8458,10,DRV-0050,200,13.0,0.0,5109.59,0.05,3137.29,Open
SO-008458,CUST-0027,2026-07-31,16916,8458,20,SYS-0001,100,22.0,0.0,682.08,0.0,484.28,Open
SO-000094,CUST-0159,2026-08-01,187,94,10,DRV-0016,200,22.0,0.0,587.38,0.0,381.8,Open
SO-000094,CUST-0159,2026-08-01,188,94,20,DRV-0027,100,33.0,0.0,1831.9,0.0,1168.75,Open
SO-002011,CUST-0108,2026-08-01,4021,2011,10,AFT-0043,100,13.0,0.0,1079.57,0.02,701.72,Open
SO-002011,CUST-0108,2026-08-01,4022,2011,20,AFT-0054,300,22.0,0.0,436.83,0.035,278.7,Open
SO-002672,CUST-0065,2026-08-01,5343,2672,10,AFT-0034,100,55.0,0.0,705.85,0.035,501.15,Open
SO-002672,CUST-0065,2026-08-01,5344,2672,20,AFT-0045,300,2.0,0.0,1824.96,0.05,1273.82,Open
SO-003710,CUST-0191,2026-08-01,7419,3710,10,ACT-0022,200,4.0,0.0,1469.44,0.0,990.4,Open
SO-003710,CUST-0191,2026-08-01,7420,3710,20,ACT-0033,100,9.0,0.0,1997.22,0.02,1322.16,Open
SO-004371,CUST-0148,2026-08-01,8741,4371,10,ACT-0013,100,22.0,0.0,593.91,0.02,371.79,Open
SO-004371,CUST-0148,2026-08-01,8742,4371,20,ACT-0024,200,33.0,0.0,3254.76,0.035,1998.42,Open
SO-006288,CUST-0097,2026-08-01,12575,6288,10,DRV-0030,200,13.0,0.0,715.22,0.05,447.73,Open
SO-006288,CUST-0097,2026-08-01,12576,6288,20,DRV-0041,100,22.0,0.0,442.12,0.0,271.46,Open
SO-007326,CUST-0223,2026-08-01,14651,7326,10,AFT-0058,100,33.0,0.0,356.15,0.02,248.59,Open
SO-007326,CUST-0223,2026-08-01,14652,7326,20,CTL-0009,300,55.0,0.0,2136.44,0.035,1465.6,Open
SO-007987,CUST-0180,2026-08-01,15973,7987,10,AFT-0049,100,4.0,0.0,1107.6,0.035,719.94,Open
SO-007987,CUST-0180,2026-08-01,15974,7987,20,AFT-0060,300,9.0,0.0,598.46,0.05,381.82,Open
SO-008648,CUST-0137,2026-08-01,17295,8648,10,AFT-0040,100,22.0,0.0,799.23,0.05,567.45,Open
SO-008648,CUST-0137,2026-08-01,17296,8648,20,AFT-0051,300,33.0,0.0,1925.23,0.0,1343.81,Open
SO-009686,CUST-0023,2026-08-01,19371,9686,10,ACT-0028,200,55.0,0.0,316.88,0.02,213.58,Open
SO-009686,CUST-0023,2026-08-01,19372,9686,20,ACT-0039,100,2.0,0.0,1147.85,0.035,759.88,Open
SO-000879,CUST-0064,2026-08-02,1757,879,10,ACT-0011,100,33.0,0.0,665.48,0.0,416.59,Open
SO-000879,CUST-0064,2026-08-02,1758,879,20,ACT-0022,200,55.0,0.0,1613.03,0.0,990.4,Open
SO-001540,CUST-0021,2026-08-02,3079,1540,10,ACT-0002,200,4.0,0.0,580.82,0.0,398.44,Open
SO-001540,CUST-0021,2026-08-02,3080,1540,20,ACT-0013,100,9.0,0.0,551.62,0.02,371.79,Open
SO-002201,CUST-0218,2026-08-02,4401,2201,10,SYS-0023,100,22.0,0.0,3658.15,0.02,2333.9,Open
SO-002201,CUST-0218,2026-08-02,4402,2201,20,ACT-0004,200,33.0,0.0,324.15,0.035,202.92,Open
SO-003239,CUST-0104,2026-08-02,6477,3239,10,DRV-0011,100,55.0,0.0,1159.69,0.0,823.38,Open
SO-003239,CUST-0104,2026-08-02,6478,3239,20,DRV-0022,200,2.0,0.0,6015.77,0.0,4199.01,Open
SO-004495,CUST-0096,2026-08-02,8989,4495,10,AFT-0047,100,9.0,0.0,2886.86,0.0,1876.46,Open
SO-004495,CUST-0096,2026-08-02,8990,4495,20,AFT-0058,100,13.0,0.0,389.64,0.02,248.59,Open
SO-005156,CUST-0053,2026-08-02,10311,5156,10,AFT-0038,100,33.0,0.0,1914.9,0.02,1359.58,Open
SO-005156,CUST-0053,2026-08-02,10312,5156,20,AFT-0049,100,55.0,0.0,1031.43,0.035,719.94,Open
SO-005817,CUST-0010,2026-08-02,11633,5817,10,AFT-0029,100,4.0,0.0,662.15,0.035,438.34,Open
SO-005817,CUST-0010,2026-08-02,11634,5817,20,AFT-0040,100,9.0,0.0,873.0,0.05,567.45,Open
SO-006855,CUST-0136,2026-08-02,13709,6855,10,ACT-0017,100,13.0,0.0,1010.46,0.0,632.55,Open
SO-006855,CUST-0136,2026-08-02,13710,6855,20,ACT-0028,200,22.0,0.0,347.85,0.02,213.58,Open
SO-007516,CUST-0093,2026-08-02,15031,7516,10,ACT-0008,200,55.0,0.0,332.06,0.02,227.79,Open
SO-007516,CUST-0093,2026-08-02,15032,7516,20,ACT-0019,100,2.0,0.0,1853.2,0.035,1249.06,Open
SO-008772,CUST-0085,2026-08-02,17543,8772,10,DRV-0034,200,9.0,0.0,677.3,0.035,423.99,Open
SO-008772,CUST-0085,2026-08-02,17544,8772,20,DRV-0045,100,13.0,0.0,616.94,0.05,378.8,Open
SO-009433,CUST-0042,2026-08-02,18865,9433,10,DRV-0025,100,33.0,0.0,3266.57,0.05,2240.87,Open
SO-009433,CUST-0042,2026-08-02,18866,9433,20,DRV-0036,200,55.0,0.0,2221.34,0.0,1497.18,Open
SO-001069,CUST-0174,2026-08-03,2137,1069,10,CTL-0031,300,55.0,0.0,3183.0,0.0,1954.36,Open
SO-001069,CUST-0174,2026-08-03,2138,1069,20,DRV-0002,200,2.0,0.0,3198.34,0.0,2270.82,Open
SO-002986,CUST-0123,2026-08-03,5971,2986,10,AFT-0018,300,33.0,0.0,950.6,0.02,583.67,Open
SO-002986,CUST-0123,2026-08-03,5972,2986,20,AFT-0029,100,55.0,0.0,617.38,0.035,438.34,Open
SO-004685,CUST-0206,2026-08-03,9369,4685,10,SYS-0027,100,13.0,0.0,1568.26,0.0,1000.55,Open
SO-004685,CUST-0206,2026-08-03,9370,4685,20,ACT-0008,200,22.0,0.0,363.88,0.02,227.79,Open
SO-005346,CUST-0163,2026-08-03,10691,5346,10,SYS-0018,300,55.0,0.0,904.58,0.02,631.4,Open
SO-005346,CUST-0163,2026-08-03,10692,5346,20,SYS-0029,100,2.0,0.0,1691.56,0.035,1160.41,Open
SO-008301,CUST-0238,2026-08-03,16601,8301,10,AFT-0033,300,2.0,0.0,1507.07,0.02,997.68,Open
SO-008301,CUST-0238,2026-08-03,16602,8301,20,AFT-0044,100,4.0,0.0,1541.78,0.035,1002.16,Open
SO-008962,CUST-0195,2026-08-03,17923,8962,10,AFT-0024,300,13.0,0.0,951.99,0.035,584.52,Open
SO-008962,CUST-0195,2026-08-03,17924,8962,20,AFT-0035,100,22.0,0.0,3228.89,0.05,2292.51,Open
SO-000816,CUST-0193,2026-08-04,1631,816,10,ACT-0058,200,33.0,0.0,576.05,0.02,360.61,Open
SO-000816,CUST-0193,2026-08-04,1632,816,20,AFT-0009,300,55.0,0.0,1014.27,0.035,622.76,Open
SO-001854,CUST-0079,2026-08-04,3707,1854,10,SYS-0016,300,2.0,0.0,2897.15,0.0,2022.21,Open
SO-001854,CUST-0079,2026-08-04,3708,1854,20,SYS-0027,100,4.0,0.0,1458.53,0.0,1000.55,Open
SO-002515,CUST-0036,2026-08-04,5029,2515,10,SYS-0007,100,13.0,0.0,1384.72,0.0,900.07,Open
SO-002515,CUST-0036,2026-08-04,5030,2515,20,SYS-0018,300,22.0,0.0,989.66,0.02,631.4,Open
SO-003176,CUST-0233,2026-08-04,6351,3176,10,DRV-0058,200,55.0,0.0,2854.48,0.02,2026.68,Open
SO-003176,CUST-0233,2026-08-04,6352,3176,20,SYS-0009,100,2.0,0.0,788.07,0.035,550.07,Open
SO-004214,CUST-0119,2026-08-04,8427,4214,10,CTL-0026,300,4.0,0.0,1549.51,0.0,1044.37,Open
SO-004214,CUST-0119,2026-08-04,8428,4214,20,CTL-0037,300,9.0,0.0,6543.02,0.0,4331.48,Open
SO-005470,CUST-0111,2026-08-04,10939,5470,10,AFT-0022,100,22.0,0.0,367.04,0.0,225.36,Open
SO-005470,CUST-0111,2026-08-04,10940,5470,20,AFT-0033,300,33.0,0.0,1405.18,0.02,997.68,Open
SO-006131,CUST-0068,2026-08-04,12261,6131,10,AFT-0013,100,2.0,0.0,4371.81,0.02,2946.6,Open
SO-006131,CUST-0068,2026-08-04,12262,6131,20,AFT-0024,300,4.0,0.0,882.96,0.035,584.52,Open
SO-006792,CUST-0025,2026-08-04,13583,6792,10,AFT-0004,100,13.0,0.0,3424.36,0.035,2143.65,Open
SO-006792,CUST-0025,2026-08-04,13584,6792,20,AFT-0015,300,22.0,0.0,1830.96,0.05,1124.21,Open
SO-007830,CUST-0151,2026-08-04,15659,7830,10,SYS-0022,300,33.0,0.0,7113.47,0.0,4965.2,Open
SO-007830,CUST-0151,2026-08-04,15660,7830,20,ACT-0003,100,55.0,0.0,2912.99,0.02,1998.31,Open
SO-008491,CUST-0108,2026-08-04,16981,8491,10,SYS-0013,100,4.0,0.0,1341.2,0.02,871.78,Open
SO-008491,CUST-0108,2026-08-04,16982,8491,20,SYS-0024,300,9.0,0.0,9002.26,0.035,5743.44,Open
SO-009747,CUST-0100,2026-08-04,19493,9747,10,DRV-0009,100,22.0,0.0,436.69,0.035,304.81,Open
SO-009747,CUST-0100,2026-08-04,19494,9747,20,DRV-0020,200,33.0,0.0,1394.75,0.05,956.8,Open
SO-000345,CUST-0106,2026-08-05,689,345,10,DRV-0047,100,13.0,0.0,5642.18,0.0,3735.12,Open
SO-000345,CUST-0106,2026-08-05,690,345,20,DRV-0058,200,22.0,0.0,3117.97,0.02,2026.68,Open
SO-001383,CUST-0232,2026-08-05,2765,1383,10,CTL-0015,300,33.0,0.0,807.22,0.05,505.32,Open
SO-001383,CUST-0232,2026-08-05,2766,1383,20,CTL-0026,300,55.0,0.0,1700.93,0.0,1044.37,Open
SO-002044,CUST-0189,2026-08-05,4087,2044,10,CTL-0006,300,4.0,0.0,2344.61,0.0,1608.4,Open
SO-002044,CUST-0189,2026-08-05,4088,2044,20,CTL-0017,300,9.0,0.0,365.37,0.0,246.26,Open
SO-003961,CUST-0138,2026-08-05,7921,3961,10,ACT-0053,100,2.0,0.0,667.22,0.02,457.71,Open
SO-003961,CUST-0138,2026-08-05,7922,3961,20,AFT-0004,100,4.0,0.0,3180.49,0.035,2143.65,Open
SO-004999,CUST-0024,2026-08-05,9997,4999,10,SYS-0011,100,9.0,0.0,1569.98,0.0,1020.49,Open
SO-004999,CUST-0024,2026-08-05,9998,4999,20,SYS-0022,300,13.0,0.0,7782.45,0.0,4965.2,Open
SO-005660,CUST-0221,2026-08-05,11319,5660,10,SYS-0002,300,33.0,0.0,1723.52,0.0,1223.7,Open
SO-005660,CUST-0221,2026-08-05,11320,5660,20,SYS-0013,100,55.0,0.0,1248.97,0.02,871.78,Open
SO-006321,CUST-0178,2026-08-05,12641,6321,10,DRV-0053,100,4.0,0.0,3770.27,0.02,2495.92,Open
SO-006321,CUST-0178,2026-08-05,12642,6321,20,SYS-0004,300,9.0,0.0,418.26,0.035,271.87,Open
SO-008615,CUST-0056,2026-08-05,17229,8615,10,AFT-0017,100,55.0,0.0,2530.99,0.0,1705.89,Open
SO-008615,CUST-0056,2026-08-05,17230,8615,20,AFT-0028,100,2.0,0.0,528.34,0.02,349.76,Open
SO-009276,CUST-0013,2026-08-05,18551,9276,10,AFT-0008,100,9.0,0.0,387.08,0.02,242.31,Open
SO-009276,CUST-0013,2026-08-05,18552,9276,20,AFT-0019,100,13.0,0.0,1253.58,0.035,769.7,Open
SO-009937,CUST-0210,2026-08-05,19873,9937,10,ACT-0059,100,33.0,0.0,1254.81,0.035,860.8,Open
SO-009937,CUST-0210,2026-08-05,19874,9937,20,AFT-0010,100,55.0,0.0,329.12,0.05,221.83,Open
SO-002829,CUST-0094,2026-08-06,5657,2829,10,DRV-0051,100,9.0,0.0,4777.9,0.0,3162.97,Open
