id,transaction_date,transaction_type,item_id,site_code,warehouse_code,location_code,lot_number,quantity,unit_cost,reference_type,reference_id,quality_status,journal_id,extended_value
143672,2026-01-01,Production Issue,RM-0094,100,100-RM,100-RM-01,,-29.0405,11.98,Production Order,MO-024674,Available,,-347.90519
143673,2026-01-01,Production Issue,RM-0117,100,100-RM,100-RM-02,,-5.9133,30.8,Production Order,MO-024674,Available,,-182.12964
147098,2026-01-01,Production Issue,SA-0023,300,300-RM,300-RM-02,,-109.2881,1440.42,Production Order,MO-025263,Available,,-157420.765002
147099,2026-01-01,Production Issue,RM-0016,300,300-RM,300-RM-03,,-142.1,24.25,Production Order,MO-025263,Available,,-3445.9249999999997
147100,2026-01-01,Production Issue,RM-0039,300,300-RM,300-RM-04,,-32.0443,17.71,Production Order,MO-025263,Available,,-567.504553
150524,2026-01-01,Production Issue,SA-0051,100,100-RM,100-RM-02,,-26.351,1088.71,Production Order,MO-025852,Available,,-28688.59721
150525,2026-01-01,Production Issue,RM-0012,100,100-RM,100-RM-03,,-43.474,20.98,Production Order,MO-025852,Available,,-912.08452
150526,2026-01-01,Production Issue,RM-0035,100,100-RM,100-RM-04,,-55.3795,14.43,Production Order,MO-025852,Available,,-799.126185
150527,2026-01-01,Production Issue,RM-0058,100,100-RM,100-RM-05,,-12.4998,33.25,Production Order,MO-025852,Available,,-415.61835
152396,2026-01-01,Transfer Out,AFT-0012,300,300-FG,300-FG-04,,-17.82,1004.49,Transfer Order,TO-AFT-026173,Available,,-17900.0118
152397,2026-01-01,Transfer In,AFT-0012,400,400-FG,400-FG-04,,17.82,1004.49,Transfer Order,TO-AFT-026173,Available,,17900.0118
153956,2026-01-01,Production Issue,PC-0030,300,300-RM,300-RM-02,,-17.7146,142.82,Production Order,MO-026441,Available,,-2529.999172
153957,2026-01-01,Production Issue,PC-0053,300,300-RM,300-RM-03,,-4.6771,116.64,Production Order,MO-026441,Available,,-545.5369440000001
153958,2026-01-01,Production Issue,PC-0076,300,300-RM,300-RM-04,,-9.3269,90.46,Production Order,MO-026441,Available,,-843.711374
157387,2026-01-01,Production Issue,PC-0100,100,100-RM,100-RM-02,,-97.5374,67.55,Production Order,MO-027030,Available,,-6588.6513700000005
157388,2026-01-01,Production Issue,SA-0069,100,100-RM,100-RM-03,,-123.2421,448.02,Production Order,MO-027030,Available,,-55214.925641999995
157389,2026-01-01,Production Issue,RM-0017,100,100-RM,100-RM-04,,-35.3889,25.07,Production Order,MO-027030,Available,,-887.199723
157390,2026-01-01,Production Issue,RM-0040,100,100-RM,100-RM-05,,-63.63,18.52,Production Order,MO-027030,Available,,-1178.4276
160811,2026-01-01,Production Issue,PC-0097,300,300-RM,300-RM-02,,-17.7725,57.73,Production Order,MO-027619,Available,,-1026.006425
160812,2026-01-01,Production Issue,SA-0059,300,300-RM,300-RM-03,,-27.1688,464.45,Production Order,MO-027619,Available,,-12618.54916
160813,2026-01-01,Production Issue,RM-0020,300,300-RM,300-RM-04,,-34.3044,27.52,Production Order,MO-027619,Available,,-944.057088
160814,2026-01-01,Production Issue,RM-0043,300,300-RM,300-RM-05,,-10.0558,20.98,Production Order,MO-027619,Available,,-210.970684
160815,2026-01-01,Production Issue,RM-0066,300,300-RM,300-RM-01,,-18.0662,14.43,Production Order,MO-027619,Available,,-260.69526599999995
164249,2026-01-01,Production Issue,RM-0049,300,300-RM,300-RM-02,,-3.618,25.89,Production Order,MO-028208,Available,,-93.67002
164250,2026-01-01,Production Issue,RM-0072,300,300-RM,300-RM-03,,-7.1993,19.34,Production Order,MO-028208,Available,,-139.234462
164251,2026-01-01,Production Issue,RM-0095,300,300-RM,300-RM-04,,-10.1289,12.8,Production Order,MO-028208,Available,,-129.64992
164252,2026-01-01,Production Issue,RM-0118,300,300-RM,300-RM-05,,-12.7786,31.61,Production Order,MO-028208,Available,,-403.931546
164253,2026-01-01,Production Issue,RM-0141,300,300-RM,300-RM-01,,-3.6759,25.07,Production Order,MO-028208,Available,,-92.154813
164254,2026-01-01,Production Issue,PC-0014,300,300-RM,300-RM-02,,-6.5993,90.46,Production Order,MO-028208,Available,,-596.972678
166123,2026-01-01,Transfer Out,AFT-0034,100,100-FG,100-FG-05,,-3.98,501.15,Transfer Order,TO-AFT-028529,Available,,-1994.577
166124,2026-01-01,Transfer In,AFT-0034,400,400-FG,400-FG-05,,3.98,501.15,Transfer Order,TO-AFT-028529,Available,,1994.577
167681,2026-01-01,Production Issue,RM-0054,100,100-RM,100-RM-02,,-69.1584,29.98,Production Order,MO-028797,Available,,-2073.368832
167682,2026-01-01,Production Issue,RM-0077,100,100-RM,100-RM-03,,-8.9003,23.43,Production Order,MO-028797,Available,,-208.53402899999998
167683,2026-01-01,Production Issue,RM-0100,100,100-RM,100-RM-04,,-29.3062,16.89,Production Order,MO-028797,Available,,-494.981718
167684,2026-01-01,Production Issue,RM-0123,100,100-RM,100-RM-05,,-47.122,35.71,Production Order,MO-028797,Available,,-1682.7266200000001
167685,2026-01-01,Production Issue,RM-0146,100,100-RM,100-RM-01,,-70.2307,29.16,Production Order,MO-028797,Available,,-2047.927212
171105,2026-01-01,Production Issue,PC-0037,100,100-RM,100-RM-02,,-17.5594,64.28,Production Order,MO-029386,Available,,-1128.718232
171106,2026-01-01,Production Issue,PC-0060,100,100-RM,100-RM-03,,-26.2184,139.55,Production Order,MO-029386,Available,,-3658.77772
171107,2026-01-01,Production Issue,PC-0083,100,100-RM,100-RM-04,,-3.4388,113.37,Production Order,MO-029386,Available,,-389.856756
171108,2026-01-01,Production Issue,SA-0018,100,100-RM,100-RM-05,,-11.3326,879.97,Production Order,MO-029386,Available,,-9972.348022
171109,2026-01-01,Production Issue,RM-0011,100,100-RM,100-RM-01,,-17.852,20.16,Production Order,MO-029386,Available,,-359.89632
171110,2026-01-01,Production Issue,RM-0034,100,100-RM,100-RM-02,,-26.6313,13.61,Production Order,MO-029386,Available,,-362.45199299999996
174539,2026-01-01,Production Issue,PC-0061,300,300-RM,300-RM-02,,-54.3542,142.82,Production Order,MO-029975,Available,,-7762.866843999999
174540,2026-01-01,Production Issue,PC-0084,300,300-RM,300-RM-03,,-96.7985,116.64,Production Order,MO-029975,Available,,-11290.57704
174541,2026-01-01,Production Issue,SA-0020,300,300-RM,300-RM-04,,-130.305,391.58,Production Order,MO-029975,Available,,-51024.8319
175108,2026-01-01,Customer Shipment,AFT-0016,400,400-FG,400-FG-05,,-2.0,1691.61,Shipment,SHP-000213,Available,,-3383.22
175109,2026-01-01,Customer Shipment,AFT-0027,400,400-FG,400-FG-05,,-4.0,328.06,Shipment,SHP-000213,Available,,-1312.24
176252,2026-01-01,Customer Shipment,AFT-0007,400,400-FG,400-FG-01,,-13.0,295.96,Shipment,SHP-000785,Available,,-3847.4799999999996
176253,2026-01-01,Customer Shipment,AFT-0018,400,400-FG,400-FG-01,,-22.0,583.67,Shipment,SHP-000785,Available,,-12840.74
178424,2026-01-01,Customer Shipment,ACT-0003,100,100-FG,100-FG-02,,-55.0,1998.31,Shipment,SHP-001871,Available,,-109907.05
178425,2026-01-01,Customer Shipment,ACT-0014,200,200-FG,200-FG-02,,-2.0,544.47,Shipment,SHP-001871,Available,,-1088.94
180214,2026-01-01,Customer Shipment,DRV-0021,100,100-FG,100-FG-05,,-4.0,1026.04,Shipment,SHP-002766,Available,,-4104.16
180215,2026-01-01,Customer Shipment,DRV-0032,200,200-FG,200-FG-05,,-9.0,242.87,Shipment,SHP-002766,Available,,-2185.83
181360,2026-01-01,Customer Shipment,DRV-0012,200,200-FG,200-FG-01,,-22.0,236.26,Shipment,SHP-003339,Available,,-5197.719999999999
181361,2026-01-01,Customer Shipment,DRV-0023,100,100-FG,100-FG-01,,-33.0,1456.75,Shipment,SHP-003339,Available,,-48072.75
182498,2026-01-01,Customer Shipment,DRV-0003,100,100-FG,100-FG-02,,-2.0,1969.66,Shipment,SHP-003908,Available,,-3939.32
182499,2026-01-01,Customer Shipment,DRV-0014,200,200-FG,200-FG-02,,-4.0,976.85,Shipment,SHP-003908,Available,,-3907.4
186466,2026-01-01,Customer Shipment,ACT-0027,100,100-FG,100-FG-01,,-33.0,2777.79,Shipment,SHP-005892,Available,,-91667.06999999999
186467,2026-01-01,Customer Shipment,ACT-0038,200,200-FG,200-FG-01,,-55.0,422.98,Shipment,SHP-005892,Available,,-23263.9
187608,2026-01-01,Customer Shipment,ACT-0018,200,200-FG,200-FG-02,,-4.0,1053.86,Shipment,SHP-006463,Available,,-4215.44
187609,2026-01-01,Customer Shipment,ACT-0029,100,100-FG,100-FG-02,,-9.0,923.26,Shipment,SHP-006463,Available,,-8309.34
188748,2026-01-01,Customer Shipment,ACT-0009,100,100-FG,100-FG-03,,-22.0,364.09,Shipment,SHP-007033,Available,,-8009.98
188749,2026-01-01,Customer Shipment,ACT-0020,200,200-FG,200-FG-03,,-33.0,626.2,Shipment,SHP-007033,Available,,-20664.600000000002
190542,2026-01-01,Customer Shipment,DRV-0027,100,100-FG,100-FG-01,,-55.0,1168.75,Shipment,SHP-007930,Available,,-64281.25
190543,2026-01-01,Customer Shipment,DRV-0038,200,200-FG,200-FG-01,,-2.0,544.32,Shipment,SHP-007930,Available,,-1088.64
191688,2026-01-01,Customer Shipment,DRV-0018,200,200-FG,200-FG-02,,-9.0,1468.74,Shipment,SHP-008503,Available,,-13218.66
191689,2026-01-01,Customer Shipment,DRV-0029,100,100-FG,100-FG-02,,-13.0,1617.15,Shipment,SHP-008503,Available,,-21022.95
193188,2026-01-01,Purchase Receipt,PC-0075,100,100-RM,100-RM-05,,374.0874,87.19,Purchase Receipt,RCV-0001219,Accepted,,32616.680406
193332,2026-01-01,Purchase Receipt,RM-0083,300,300-RM,300-RM-04,,216.3323,28.34,Purchase Receipt,RCV-0001363,Accepted,,6130.857382
193477,2026-01-01,Purchase Receipt,PC-0064,200,200-RM,200-RM-03,,839.6821,51.19,Purchase Receipt,RCV-0001508,Accepted,,42983.326699
195962,2026-01-01,Purchase Receipt,RM-0016,300,300-RM,300-RM-02,,442.2124,24.25,Purchase Receipt,RCV-0003993,Accepted,,10723.6507
196107,2026-01-01,Purchase Receipt,RM-0130,100,100-RM,100-RM-01,,91.1299,16.07,Purchase Receipt,RCV-0004138,Accepted,,1464.457493
196252,2026-01-01,Purchase Receipt,RM-0007,300,300-RM,300-RM-05,,468.3612,16.89,Purchase Receipt,RCV-0004283,Accepted,,7910.6206680000005
197981,2026-01-01,Purchase Receipt,RM-0126,100,100-RM,100-RM-04,,703.75,12.8,Purchase Receipt,RCV-0006012,Accepted,,9008.0
198127,2026-01-01,Purchase Receipt,RM-0004,200,200-RM,200-RM-03,,478.7839,14.43,Purchase Receipt,RCV-0006158,Accepted,,6908.851677
198271,2026-01-01,Purchase Receipt,RM-0115,200,200-RM,200-RM-02,,827.2848,29.16,Purchase Receipt,RCV-0006302,Accepted,,24123.624768
200754,2026-01-01,Purchase Receipt,PC-0025,100,100-RM,100-RM-01,,247.3241,126.46,Purchase Receipt,RCV-0008785,Accepted,,31276.605685999995
200898,2026-01-01,Purchase Receipt,RM-0043,300,300-RM,300-RM-05,,314.7656,20.98,Purchase Receipt,RCV-0008929,Accepted,,6603.782288
201042,2026-01-01,Purchase Receipt,PC-0014,100,100-RM,100-RM-04,,531.0486,90.46,Purchase Receipt,RCV-0009073,Accepted,,48038.65635599999
202770,2026-01-01,Purchase Receipt,RM-0040,300,300-RM,300-RM-03,,803.8461,18.52,Purchase Receipt,RCV-0010801,Accepted,,14887.229771999999
202914,2026-01-01,Purchase Receipt,PC-0010,100,100-RM,100-RM-02,,225.1026,77.37,Purchase Receipt,RCV-0010945,Accepted,,17416.188162000002
203955,2026-01-01,Purchase Receipt,RM-0074,100,100-RM,100-RM-05,LOT-2601-011986,644.8966,20.98,Purchase Receipt,RCV-0011986,Accepted,,13529.930668
205541,2026-01-01,Purchase Receipt,RM-0079,300,300-RM,300-RM-05,,102.8785,25.07,Purchase Receipt,RCV-0013572,Accepted,,2579.163995
245,2026-01-02,Production Receipt,ACT-0032,200,200-FG,200-FG-04,,7.92,232.68,Production Order,MO-000043,Available,,1842.8256000000001
874,2026-01-02,Transfer Out,AFT-0011,100,100-FG,100-FG-01,,-27.3,459.76,Transfer Order,TO-AFT-000150,Available,,-12551.448
875,2026-01-02,Transfer In,AFT-0011,400,400-FG,400-FG-01,,27.3,459.76,Transfer Order,TO-AFT-000150,Available,,12551.448
3686,2026-01-02,Production Receipt,SYS-0025,100,100-FG,100-FG-03,,2.955,523.8,Production Order,MO-000632,Available,,1547.829
7106,2026-01-02,Production Receipt,SA-0028,200,200-FG,200-FG-02,,17.64,370.5,Production Order,MO-001221,Available,,6535.62
10536,2026-01-02,Production Receipt,DRV-0021,100,100-FG,100-FG-01,,6.825,1026.04,Production Order,MO-001810,Available,,7002.723
13977,2026-01-02,Production Receipt,ACT-0054,200,200-FG,200-FG-05,,34.825,3824.58,Production Order,MO-002399,Available,,133190.99850000002
14588,2026-01-02,Transfer Out,AFT-0033,300,300-FG,300-FG-02,,-6.86,997.67,Transfer Order,TO-AFT-002506,Available,,-6844.0162
14589,2026-01-02,Transfer In,AFT-0033,400,400-FG,400-FG-02,,6.86,997.67,Transfer Order,TO-AFT-002506,Available,,6844.0162
17397,2026-01-02,Production Receipt,AFT-0017,100,100-FG,100-FG-04,LOT-2601-002988,13.86,1705.89,Production Order,MO-002988,Available,,23643.6354
20826,2026-01-02,Production Receipt,SA-0050,300,300-FG,300-FG-03,,3.94,895.06,Production Order,MO-003577,Available,,3526.5364
24261,2026-01-02,Production Receipt,DRV-0043,100,100-FG,100-FG-02,,27.44,581.67,Production Order,MO-004166,Available,,15961.0248
27681,2026-01-02,Production Receipt,CTL-0016,300,300-FG,300-FG-01,,7.8,273.05,Production Order,MO-004755,Available,,2129.79
28310,2026-01-02,Transfer Out,AFT-0055,100,100-FG,100-FG-03,,-27.58,281.39,Transfer Order,TO-AFT-004862,Available,,-7760.736199999999
28311,2026-01-02,Transfer In,AFT-0055,400,400-FG,400-FG-03,,27.58,281.39,Transfer Order,TO-AFT-004862,Available,,7760.736199999999
31115,2026-01-02,Production Receipt,AFT-0039,300,300-FG,300-FG-05,,2.985,8553.41,Production Order,MO-005344,Available,,25531.92885
34550,2026-01-02,Production Receipt,SA-0072,100,100-FG,100-FG-04,,17.82,372.62,Production Order,MO-005933,Available,,6640.088400000001
37974,2026-01-02,Production Receipt,ACT-0005,100,100-FG,100-FG-03,,6.895,789.17,Production Order,MO-006522,Available,,5441.327149999999
41403,2026-01-02,Production Receipt,CTL-0038,300,300-FG,300-FG-02,,34.3,1627.95,Production Order,MO-007111,Available,,55838.685
44846,2026-01-02,Production Receipt,SA-0001,200,200-FG,200-FG-01,,13.65,287.79,Production Order,MO-007700,Available,,3928.3335
48270,2026-01-02,Production Receipt,SA-0094,200,200-FG,200-FG-05,LOT-2601-008289,3.98,814.4,Production Order,MO-008289,Available,,3241.312
51700,2026-01-02,Production Receipt,ACT-0027,100,100-FG,100-FG-04,,27.72,2777.78,Production Order,MO-008878,Available,,77000.0616
52326,2026-01-02,Transfer Out,AFT-0006,300,300-FG,300-FG-01,,-3.9,5754.99,Transfer Order,TO-AFT-008985,Available,,-22444.461
52327,2026-01-02,Transfer In,AFT-0006,400,400-FG,400-FG-01,,3.9,5754.99,Transfer Order,TO-AFT-008985,Available,,22444.461
55133,2026-01-02,Production Receipt,SYS-0020,300,300-FG,300-FG-03,,7.88,3950.66,Production Order,MO-009467,Available,,31131.2008
58557,2026-01-02,Production Receipt,SA-0023,300,300-FG,300-FG-02,,2.94,1440.41,Production Order,MO-010056,Available,,4234.8054
61984,2026-01-02,Production Receipt,DRV-0016,200,200-FG,200-FG-01,,17.55,381.81,Production Order,MO-010645,Available,,6700.7655
65417,2026-01-02,Production Receipt,ACT-0049,100,100-FG,100-FG-05,,6.965,830.29,Production Order,MO-011234,Available,,5782.9698499999995
66035,2026-01-02,Transfer Out,AFT-0028,100,100-FG,100-FG-02,,-17.64,349.76,Transfer Order,TO-AFT-011341,Available,,-6169.7664
66036,2026-01-02,Transfer In,AFT-0028,400,400-FG,400-FG-02,,17.64,349.76,Transfer Order,TO-AFT-011341,Available,,6169.7664
68845,2026-01-02,Production Receipt,AFT-0012,300,300-FG,300-FG-04,,34.65,1004.49,Production Order,MO-011823,Available,,34805.578499999996
72271,2026-01-02,Production Receipt,SA-0045,100,100-FG,100-FG-03,,13.79,283.66,Production Order,MO-012412,Available,,3911.6714
75706,2026-01-02,Production Receipt,DRV-0038,200,200-FG,200-FG-02,,3.92,544.33,Production Order,MO-013001,Available,,2133.7736
79138,2026-01-02,Production Receipt,CTL-0011,300,300-FG,300-FG-01,LOT-2601-013590,27.3,2846.92,Production Order,MO-013590,Available,,77720.916
79758,2026-01-02,Transfer Out,AFT-0050,100,100-FG,100-FG-03,,-3.94,2471.31,Transfer Order,TO-AFT-013697,Available,,-9736.9614
79759,2026-01-02,Transfer In,AFT-0050,400,400-FG,400-FG-03,,3.94,2471.31,Transfer Order,TO-AFT-013697,Available,,9736.9614
82559,2026-01-02,Production Receipt,AFT-0034,100,100-FG,100-FG-05,,7.96,501.15,Production Order,MO-014179,Available,,3989.154
86002,2026-01-02,Production Receipt,SA-0067,200,200-FG,200-FG-04,,2.97,1238.25,Production Order,MO-014768,Available,,3677.6025000000004
89418,2026-01-02,Production Receipt,DRV-0060,200,200-FG,200-FG-03,,17.73,373.77,Production Order,MO-015357,Available,,6626.9421
92844,2026-01-02,Production Receipt,CTL-0033,300,300-FG,300-FG-02,,6.86,3676.55,Production Order,MO-015946,Available,,25221.133
96283,2026-01-02,Production Receipt,AFT-0056,100,100-FG,100-FG-01,,34.125,386.11,Production Order,MO-016535,Available,,13176.00375
99711,2026-01-02,Production Receipt,SA-0089,300,300-FG,300-FG-05,,13.93,343.44,Production Order,MO-017124,Available,,4784.1192
103144,2026-01-02,Production Receipt,ACT-0022,200,200-FG,200-FG-04,,3.96,990.4,Production Order,MO-017713,Available,,3921.984
103769,2026-01-02,Transfer Out,AFT-0001,100,100-FG,100-FG-01,,-13.65,1725.18,Transfer Order,TO-AFT-017820,Available,,-23548.707000000002
103770,2026-01-02,Transfer In,AFT-0001,400,400-FG,400-FG-01,,13.65,1725.18,Transfer Order,TO-AFT-017820,Available,,23548.707000000002
106577,2026-01-02,Production Receipt,SYS-0015,100,100-FG,100-FG-03,,27.58,5502.56,Production Order,MO-018302,Available,,151760.6048
110003,2026-01-02,Production Receipt,SA-0018,100,100-FG,100-FG-02,LOT-2601-018891,7.84,879.96,Production Order,MO-018891,Available,,6898.8864
113433,2026-01-02,Production Receipt,DRV-0011,100,100-FG,100-FG-01,,2.925,823.39,Production Order,MO-019480,Available,,2408.4157499999997
116862,2026-01-02,Production Receipt,ACT-0044,200,200-FG,200-FG-05,,17.91,191.13,Production Order,MO-020069,Available,,3423.1383
117479,2026-01-02,Transfer Out,AFT-0023,100,100-FG,100-FG-02,,-2.94,273.18,Transfer Order,TO-AFT-020176,Available,,-803.1492
117480,2026-01-02,Transfer In,AFT-0023,400,400-FG,400-FG-02,,2.94,273.18,Transfer Order,TO-AFT-020176,Available,,803.1492
120288,2026-01-02,Production Receipt,AFT-0007,100,100-FG,100-FG-04,,6.93,295.97,Production Order,MO-020658,Available,,2051.0721000000003
123717,2026-01-02,Production Receipt,SA-0040,200,200-FG,200-FG-03,,34.475,823.26,Production Order,MO-021247,Available,,28381.8885
127156,2026-01-02,Production Receipt,DRV-0033,100,100-FG,100-FG-02,,13.72,1124.91,Production Order,MO-021836,Available,,15433.765200000002
130578,2026-01-02,Production Receipt,CTL-0006,300,300-FG,300-FG-01,,3.9,1608.41,Production Order,MO-022425,Available,,6272.799
131207,2026-01-02,Transfer Out,AFT-0045,300,300-FG,300-FG-03,,-13.79,1273.82,Transfer Order,TO-AFT-022532,Available,,-17565.977799999997
131208,2026-01-02,Transfer In,AFT-0045,400,400-FG,400-FG-03,,13.79,1273.82,Transfer Order,TO-AFT-022532,Available,,17565.977799999997
134010,2026-01-02,Production Receipt,AFT-0029,100,100-FG,100-FG-05,,27.86,438.33,Production Order,MO-023014,Available,,12211.8738
137449,2026-01-02,Production Receipt,SA-0062,300,300-FG,300-FG-04,,7.92,522.92,Production Order,MO-023603,Available,,4141.5264
